Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
J01-9007-1 (J02P05),Dissolved,Chloride,NA,0,mg/L,ORANGE CO,8845.065025712363,0,0,0
J06-9079-1 (J06P03),Total,Chloride,NA,415,mg/L,ALISO VIEJO,378008.66377610824,156873595.4670849,9793.290508038834,40803.67471260528
J06-10011-1 (J06P01),Total,Chloride,NA,370,mg/L,ALISO VIEJO,655642.1397787175,242587591.7181255,15144.236047293198,40803.67471260528
J06-10011-1 (J06P01),Total,Chloride,NA,370,mg/L,LAGUNA HILLS,919610.2814360304,340255804.13133126,21241.458302673065,21241.458302673065
J06-10011-1 (J06P01),Total,Chloride,NA,370,mg/L,LAGUNA WOODS,1683191.956220705,622781023.8016609,38878.91694471435,41036.919606957774
J06-10011-1 (J06P01),Total,Chloride,NA,370,mg/L,LAKE FOREST,1012754.6435336117,374719218.1074363,23392.937166671043,37592.6363554497
J01-9082-2,Total,Chloride,NA,119.66666666666667,mg/L,ALISO VIEJO,663258.1110407821,79369887.28788026,4954.896083602549,40803.67471260528
J01-9082-2,Total,Chloride,NA,119.66666666666667,mg/L,ORANGE CO,14591.35464843927,1746098.7729298994,109.00529491988698,286546.68887196074
J06-9079-1 (J06P03),Dissolved,Chloride,NA,0,mg/L,ALISO VIEJO,378008.66377610824,0,0,0
J06-10011-1 (J06P01),Dissolved,Chloride,NA,0,mg/L,ALISO VIEJO,655642.1397787175,0,0,0
J06-10011-1 (J06P01),Dissolved,Chloride,NA,0,mg/L,LAGUNA HILLS,919610.2814360304,0,0,0
J06-10011-1 (J06P01),Dissolved,Chloride,NA,0,mg/L,LAGUNA WOODS,1683191.956220705,0,0,0
J06-10011-1 (J06P01),Dissolved,Chloride,NA,0,mg/L,LAKE FOREST,1012754.6435336117,0,0,0
J01-9082-2,Dissolved,Chloride,NA,0,mg/L,ALISO VIEJO,663258.1110407821,0,0,0
J01-9082-2,Dissolved,Chloride,NA,0,mg/L,ORANGE CO,14591.35464843927,0,0,0
L01-726-5,Total,Chloride,NA,545,mg/L,DANA POINT,298188.3316463654,162512640.74726915,10145.324312404697,259573.9755945725
L01-726-5,Total,Chloride,NA,545,mg/L,SAN JUAN CAPISTRANO,19936.46520419904,10865373.536288477,678.3025479999064,149437.47870769352
L01-728-5 (L01-DP),Total,Chloride,NA,245,mg/L,DANA POINT,66313.3872384,16246779.873407999,1014.2524919295747,259573.9755945725
K01-12126-1 (K01S01),Total,Chloride,NA,1000,mg/L,DANA POINT,990998.5304908713,990998530.4908713,61865.965864045014,259573.9755945725
K01-12126-1 (K01S01),Total,Chloride,NA,1000,mg/L,LAGUNA NIGUEL,2656075.0695091286,2656075069.5091286,165813.2121560259,406022.18165724026
K01-12159-3,Total,Chloride,NA,1000,mg/L,DANA POINT,363571.2,363571200,22696.989709165948,259573.9755945725
K01-12159-2,Total,Chloride,NA,920,mg/L,DANA POINT,2045087.9999999993,1881480959.9999993,117456.92174493373,259573.9755945725
L01-726-5,Dissolved,Chloride,NA,0,mg/L,DANA POINT,298188.3316463654,0,0,0
L01-726-5,Dissolved,Chloride,NA,0,mg/L,SAN JUAN CAPISTRANO,19936.46520419904,0,0,0
L01-728-5 (L01-DP),Dissolved,Chloride,NA,0,mg/L,DANA POINT,66313.3872384,0,0,0
K01-12126-1 (K01S01),Dissolved,Chloride,NA,0,mg/L,DANA POINT,990998.5304908713,0,0,0
K01-12126-1 (K01S01),Dissolved,Chloride,NA,0,mg/L,LAGUNA NIGUEL,2656075.0695091286,0,0,0
K01-12159-3,Dissolved,Chloride,NA,0,mg/L,DANA POINT,363571.2,0,0,0
K01-12159-2,Dissolved,Chloride,NA,0,mg/L,DANA POINT,2045087.9999999993,0,0,0
L05-503-1,Total,Chloride,NA,415,mg/L,SAN JUAN CAPISTRANO,2562235.46784,1063327719.1536,66381.32585611884,149437.47870769352
L01-724-4 (L01P03),Total,Chloride,NA,535,mg/L,LAGUNA NIGUEL,414905.243735376,221974305.39842615,13857.391689240889,406022.18165724026
L01-724-4 (L01P03),Total,Chloride,NA,535,mg/L,SAN JUAN CAPISTRANO,1015360.357551863,543217791.2902467,33911.95072313369,149437.47870769352
L01-724-1 (L01S01),Total,Chloride,NA,1165,mg/L,DANA POINT,637913.7850124988,743169559.5395612,46394.52147209352,259573.9755945725
L01-724-1 (L01S01),Total,Chloride,NA,1165,mg/L,LAGUNA NIGUEL,453025.0942074572,527774234.75168765,32947.841784283206,406022.18165724026
L01-724-1 (L01S01),Total,Chloride,NA,1165,mg/L,SAN JUAN CAPISTRANO,666394.7480090205,776349881.4305089,48465.89958044109,149437.47870769352
L05-503-1,Dissolved,Chloride,NA,0,mg/L,SAN JUAN CAPISTRANO,2562235.46784,0,0,0
L01-724-4 (L01P03),Dissolved,Chloride,NA,0,mg/L,LAGUNA NIGUEL,414905.243735376,0,0,0
L01-724-4 (L01P03),Dissolved,Chloride,NA,0,mg/L,SAN JUAN CAPISTRANO,1015360.357551863,0,0,0
L01-724-1 (L01S01),Dissolved,Chloride,NA,0,mg/L,DANA POINT,637913.7850124988,0,0,0
L01-724-1 (L01S01),Dissolved,Chloride,NA,0,mg/L,LAGUNA NIGUEL,453025.0942074572,0,0,0
L01-724-1 (L01S01),Dissolved,Chloride,NA,0,mg/L,SAN JUAN CAPISTRANO,666394.7480090205,0,0,0
M01-042-1 (M01S01),Total,Chloride,NA,1100,mg/L,SAN CLEMENTE,1076085.79450752,1183694373.958272,73895.56440259439,258417.1158906162
M02-032-1,Total,Chloride,NA,240,mg/L,SAN CLEMENTE,4802274.773279999,1152545945.5872,71951.03315755926,258417.1158906162
M02-085-1 (M02P06),Total,Chloride,NA,436.6666666666667,mg/L,ORANGE CO,882.9940915990373,385574.086664913,24.070583910811937,286546.68887196074
M02-085-1 (M02P06),Total,Chloride,NA,436.6666666666667,mg/L,SAN CLEMENTE,1273499.0217904504,556094572.8484967,34715.82126765091,258417.1158906162
M02-085-2,Total,Chloride,NA,173.33333333333334,mg/L,SAN CLEMENTE,7194886.431264,1247113648.08576,77854.69706281164,258417.1158906162
M01-042-1 (M01S01),Dissolved,Chloride,NA,0,mg/L,SAN CLEMENTE,1076085.79450752,0,0,0
M02-032-1,Dissolved,Chloride,NA,0,mg/L,SAN CLEMENTE,4802274.773279999,0,0,0
M02-085-1 (M02P06),Dissolved,Chloride,NA,0,mg/L,ORANGE CO,882.9940915990373,0,0,0
M02-085-1 (M02P06),Dissolved,Chloride,NA,0,mg/L,SAN CLEMENTE,1273499.0217904504,0,0,0
M02-085-2,Dissolved,Chloride,NA,0,mg/L,SAN CLEMENTE,7194886.431264,0,0,0
I01-11010-1,Total,Chloride,NA,950,mg/L,LAGUNA BEACH,1485518.4000000001,1411242480.0000002,88100.91680996139,333342.027028374
I00-11437-1,Total,Chloride,NA,1750,mg/L,LAGUNA BEACH,2244793.7149110925,3928389001.094412,245241.11021841265,333342.027028374
I00-11437-1,Total,Chloride,NA,1750,mg/L,ORANGE CO,82096.2659121763,143668465.34630853,8968.921849411694,286546.68887196074
I01-11010-1,Dissolved,Chloride,NA,0,mg/L,LAGUNA BEACH,1485518.4000000001,0,0,0
I00-11437-1,Dissolved,Chloride,NA,0,mg/L,LAGUNA BEACH,2244793.7149110925,0,0,0
I00-11437-1,Dissolved,Chloride,NA,0,mg/L,ORANGE CO,82096.2659121763,0,0,0
L02-246-1 (L11P01),Total,Chloride,NA,73.33333333333333,mg/L,RANCHO SANTA MARGARITA,615615.8297142858,45145160.845714286,2818.3179832005903,51368.36946728159
L02-246-1 (L11P01),Total,Chloride,NA,73.33333333333333,mg/L,RANCHO SANTA MARGARITA,600136.1279999999,44009982.71999999,2747.45118671779,51368.36946728159
L02-641-1,Total,Chloride,NA,120,mg/L,ORANGE CO,1013.3313152860796,121599.75783432956,7.591218589929151,286546.68887196074
L02-641-1,Total,Chloride,NA,120,mg/L,RANCHO SANTA MARGARITA,171354.6686261088,20562560.235133056,1283.6776346721629,51368.36946728159
L02-641-2,Total,Chloride,NA,55.333333333333336,mg/L,ORANGE CO,2161.9407973799575,119627.39078835766,7.468087839899659,286546.68887196074
L02-641-2,Total,Chloride,NA,55.333333333333336,mg/L,RANCHO SANTA MARGARITA,365584.9210775861,20229032.299626432,1262.8561831382867,51368.36946728159
L02-641-2,Total,Chloride,NA,55.333333333333336,mg/L,ORANGE CO,25324.72586215625,1401301.4977059793,87.48032207411214,286546.68887196074
L02-641-2,Total,Chloride,NA,55.333333333333336,mg/L,RANCHO SANTA MARGARITA,4282419.720673211,236960557.87725103,14792.952091964899,51368.36946728159
L01-731-1 (L08TBN2),Total,Chloride,NA,435,mg/L,ORANGE CO,28829.92986552969,12541019.491505416,782.9096208422119,286546.68887196074
L01-731-1 (L08TBN2),Total,Chloride,NA,435,mg/L,RANCHO SANTA MARGARITA,462608.04019853176,201234497.48636132,12562.648852761506,51368.36946728159
L02-166-3 (L02P26),Total,Chloride,NA,136.66666666666666,mg/L,ORANGE CO,4809.278034996831,657267.9981162335,41.03186663137304,286546.68887196074
L02-166-3 (L02P26),Total,Chloride,NA,136.66666666666666,mg/L,RANCHO SANTA MARGARITA,851624.6187073421,116388697.89000341,7265.903015070038,51368.36946728159
L02-246-1 (L11P01),Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,615615.8297142858,0,0,0
L02-246-1 (L11P01),Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,600136.1279999999,0,0,0
L02-641-1,Dissolved,Chloride,NA,0,mg/L,ORANGE CO,1013.3313152860796,0,0,0
L02-641-1,Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,171354.6686261088,0,0,0
L02-641-2,Dissolved,Chloride,NA,0,mg/L,ORANGE CO,2161.9407973799575,0,0,0
L02-641-2,Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,365584.9210775861,0,0,0
L02-641-2,Dissolved,Chloride,NA,0,mg/L,ORANGE CO,25324.72586215625,0,0,0
L02-641-2,Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,4282419.720673211,0,0,0
L01-731-1 (L08TBN2),Dissolved,Chloride,NA,0,mg/L,ORANGE CO,28829.92986552969,0,0,0
L01-731-1 (L08TBN2),Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,462608.04019853176,0,0,0
L02-166-3 (L02P26),Dissolved,Chloride,NA,0,mg/L,ORANGE CO,4809.278034996831,0,0,0
L02-166-3 (L02P26),Dissolved,Chloride,NA,0,mg/L,RANCHO SANTA MARGARITA,851624.6187073421,0,0,0
J01-9377-1,Total,Nitrate + Nitrite as N,NA,0.64,mg/L,LAKE FOREST,193643.67839086507,123931.95417015365,7.736812730042432,574.6932030529285
J01-9377-1,Total,Nitrate + Nitrite as N,NA,0.64,mg/L,MISSION VIEJO,3801.919024571975,2433.228175726064,0.15190134659870502,4382.786283763877
J01-10004-1 (J01P01),Total,Nitrate + Nitrite as N,NA,7.25,mg/L,LAKE FOREST,987247.432440811,7157543.885195879,446.83049676430505,574.6932030529285
J01-9377-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAKE FOREST,193643.67839086507,0,0,0
J01-9377-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,3801.919024571975,0,0,0
J01-10004-1 (J01P01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAKE FOREST,987247.432440811,0,0,0
L04-266-5,Total,Nitrate + Nitrite as N,NA,1.685,mg/L,MISSION VIEJO,6892314.547799999,11613550.013043,725.009640843172,4382.786283763877
L04-672-1,Total,Nitrate + Nitrite as N,NA,1.59,mg/L,MISSION VIEJO,2251802.3628672,3580365.756958848,223.5147468796899,4382.786283763877
I01-11343-2 (I02P18),Total,Nitrate + Nitrite as N,NA,5.1,mg/L,LAGUNA WOODS,45186.8173673994,230452.76857373695,14.386684414956159,214.03517683375955
L04-672-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,2251802.3628672,0,0,0
L04-266-5,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,6892314.547799999,0,0,0
I01-11343-2 (I02P18),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA WOODS,45186.8173673994,0,0,0
L03-662-3 (L03P16),Total,Nitrate + Nitrite as N,NA,1.645,mg/L,MISSION VIEJO,728306.7412500001,1198064.5893562501,74.7926668986293,4382.786283763877
L03-214-2 (L03P18),Total,Nitrate + Nitrite as N,NA,3.05,mg/L,MISSION VIEJO,9795374.37498252,29875891.84369668,1865.0894507830608,4382.786283763877
L03-214-2 (L03P18),Total,Nitrate + Nitrite as N,NA,3.05,mg/L,RANCHO SANTA MARGARITA,466591.0148327202,1423102.5952397967,88.84131900228901,408.53344889723013
L03-316-3 (L03P12),Total,Nitrate + Nitrite as N,NA,2.5,mg/L,MISSION VIEJO,7413529.826236038,18533824.565590095,1157.0279093522406,4382.786283763877
L03-662-3 (L03P16),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,728306.7412500001,0,0,0
L03-316-3 (L03P12),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,7413529.826236038,0,0,0
L03-214-2 (L03P18),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,9795374.37498252,0,0,0
L03-214-2 (L03P18),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,RANCHO SANTA MARGARITA,466591.0148327202,0,0,0
L03-418-8,Total,Nitrate + Nitrite as N,<,1.1749999999999998,mg/L,LAGUNA NIGUEL,251888.61272336388,295969.1199499525,18.47673322236463,1689.860845748248
L03-418-8,Total,Nitrate + Nitrite as N,<,1.1749999999999998,mg/L,MISSION VIEJO,2298480.77152387,2700714.906540547,168.59998383024254,4382.786283763877
K01-12177-1 (K01P07),Total,Nitrate + Nitrite as N,NA,2.1,mg/L,LAGUNA NIGUEL,4657608.619114088,9780978.100139584,610.6060086289718,1689.860845748248
J03-9221-1 (J03P02),Total,Nitrate + Nitrite as N,NA,1.4,mg/L,LAGUNA NIGUEL,3303913.5360000003,4625478.9504,288.75897798613454,1689.860845748248
J01-9224-1 (J01P24),Total,Nitrate + Nitrite as N,NA,1.65,mg/L,ALISO VIEJO,3068.504293817672,5063.032084799159,0.31607450514744706,839.9967851056176
J01-9224-1 (J01P24),Total,Nitrate + Nitrite as N,NA,1.65,mg/L,LAGUNA NIGUEL,184232.00687644104,303982.8113461277,18.97701121784782,1689.860845748248
J01-9224-2 (J01P25),Total,Nitrate + Nitrite as N,NA,0.825,mg/L,ALISO VIEJO,31988.268700029792,26390.32167752458,1.6474925943978906,839.9967851056176
J01-9224-2 (J01P25),Total,Nitrate + Nitrite as N,NA,0.825,mg/L,LAGUNA NIGUEL,1920565.3226501578,1584466.39118638,98.91492333627244,1689.860845748248
L03-418-8,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,251888.61272336388,0,0,0
L03-418-8,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,MISSION VIEJO,2298480.77152387,0,0,0
K01-12177-1 (K01P07),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,4657608.619114088,0,0,0
J03-9221-1 (J03P02),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,3303913.5360000003,0,0,0
J01-9224-1 (J01P24),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,3068.504293817672,0,0,0
J01-9224-1 (J01P24),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,184232.00687644104,0,0,0
J01-9224-2 (J01P25),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,31988.268700029792,0,0,0
J01-9224-2 (J01P25),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,1920565.3226501578,0,0,0
L01-404-1,Total,Nitrate + Nitrite as N,NA,0.575,mg/L,ORANGE CO,607900.6394999999,349542.8677124999,21.821230260765883,2422.8590364944685
L01-340-1,Total,Nitrate + Nitrite as N,NA,1.45,mg/L,ORANGE CO,294000.5583070091,426300.8095451632,26.613068051747995,2422.8590364944685
L01-340-1,Total,Nitrate + Nitrite as N,NA,1.45,mg/L,RANCHO SANTA MARGARITA,3611.8316279502988,5237.155860527933,0.3269446883353264,408.53344889723013
L05-489-3,Total,Nitrate + Nitrite as N,NA,1.85,mg/L,ORANGE CO,11576026.50698835,21415649.03792845,1336.9341846355587,2422.8590364944685
L05-049-1,Total,Nitrate + Nitrite as N,NA,4.4,mg/L,ORANGE CO,2073409.118979964,9123000.123511842,569.5298195238455,2422.8590364944685
L02-374-1 (L02P50),Total,Nitrate + Nitrite as N,NA,4.699999999999999,mg/L,ORANGE CO,1549656.2752879742,7283384.493853478,454.6864628025851,2422.8590364944685
L01-404-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,607900.6394999999,0,0,0
L01-340-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,294000.5583070091,0,0,0
L01-340-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,RANCHO SANTA MARGARITA,3611.8316279502988,0,0,0
L05-489-3,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,11576026.50698835,0,0,0
L05-049-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,2073409.118979964,0,0,0
L02-374-1 (L02P50),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,1549656.2752879742,0,0,0
J01-9992-1 (J01P27),Total,Nitrate + Nitrite as N,NA,6.133333333333334,mg/L,ALISO VIEJO,39297.39287168602,241024.0096130076,15.046624886262574,839.9967851056176
J01-9992-1 (J01P27),Total,Nitrate + Nitrite as N,NA,6.133333333333334,mg/L,ORANGE CO,115.26310269575279,706.9470298672838,0.04413322469387887,2422.8590364944685
J01-9131-1 (J01P28),Total,Nitrate + Nitrite as N,NA,12.25,mg/L,ALISO VIEJO,333862.55999999994,4089816.3599999994,255.31868265500268,839.9967851056176
J01-9007-1 (J02P05),Total,Nitrate + Nitrite as N,NA,7.266666666666667,mg/L,ALISO VIEJO,480980.7288160326,3495126.6293965033,218.19344639961662,839.9967851056176
J01-9007-1 (J02P05),Total,Nitrate + Nitrite as N,NA,7.266666666666667,mg/L,ORANGE CO,8845.065025712363,64274.139186843175,4.012500098163109,2422.8590364944685
J01-9992-1 (J01P27),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,39297.39287168602,0,0,0
J01-9992-1 (J01P27),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,115.26310269575279,0,0,0
J01-9131-1 (J01P28),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,333862.55999999994,0,0,0
J01-9007-1 (J02P05),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,480980.7288160326,0,0,0
J01-9007-1 (J02P05),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,8845.065025712363,0,0,0
J06-9079-1 (J06P03),Total,Nitrate + Nitrite as N,NA,6.25,mg/L,ALISO VIEJO,378008.66377610824,2362554.1486006766,147.4893148801029,839.9967851056176
J06-10011-1 (J06P01),Total,Nitrate + Nitrite as N,NA,1.9,mg/L,ALISO VIEJO,655642.1397787175,1245720.0655795631,77.76769862123533,839.9967851056176
J06-10011-1 (J06P01),Total,Nitrate + Nitrite as N,NA,1.9,mg/L,LAGUNA HILLS,919610.2814360304,1747259.5347284577,109.07775885156438,109.07775885156438
J06-10011-1 (J06P01),Total,Nitrate + Nitrite as N,NA,1.9,mg/L,LAGUNA WOODS,1683191.956220705,3198064.7168193394,199.6484924188034,214.03517683375955
J06-10011-1 (J06P01),Total,Nitrate + Nitrite as N,NA,1.9,mg/L,LAKE FOREST,1012754.6435336117,1924233.8227138622,120.12589355858104,574.6932030529285
J01-9082-2,Total,Nitrate + Nitrite as N,NA,3,mg/L,ALISO VIEJO,663258.1110407821,1989774.333122346,124.2174505638522,839.9967851056176
J01-9082-2,Total,Nitrate + Nitrite as N,NA,3,mg/L,ORANGE CO,14591.35464843927,43774.06394531781,2.7327232709720968,2422.8590364944685
J06-9079-1 (J06P03),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,378008.66377610824,0,0,0
J06-10011-1 (J06P01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,655642.1397787175,0,0,0
J06-10011-1 (J06P01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA HILLS,919610.2814360304,0,0,0
J06-10011-1 (J06P01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA WOODS,1683191.956220705,0,0,0
J06-10011-1 (J06P01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAKE FOREST,1012754.6435336117,0,0,0
J01-9082-2,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ALISO VIEJO,663258.1110407821,0,0,0
J01-9082-2,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,14591.35464843927,0,0,0
L01-726-5,Total,Nitrate + Nitrite as N,NA,4.15,mg/L,DANA POINT,298188.3316463654,1237481.5763324166,77.25338696601742,905.5552918009498
L01-726-5,Total,Nitrate + Nitrite as N,NA,4.15,mg/L,SAN JUAN CAPISTRANO,19936.46520419904,82736.33059742603,5.1650560994488295,827.9976840125285
L01-728-5 (L01-DP),Total,Nitrate + Nitrite as N,NA,0.92,mg/L,DANA POINT,66313.3872384,61008.316259328,3.8086216023477903,905.5552918009498
K01-12126-1 (K01S01),Total,Nitrate + Nitrite as N,NA,2.8,mg/L,DANA POINT,990998.5304908713,2774795.8853744394,173.224704419326,905.5552918009498
K01-12126-1 (K01S01),Total,Nitrate + Nitrite as N,NA,2.8,mg/L,LAGUNA NIGUEL,2656075.0695091286,7437010.194625559,464.2769940368724,1689.860845748248
K01-12159-3,Total,Nitrate + Nitrite as N,NA,0.985,mg/L,DANA POINT,363571.2,358117.632,22.356534863528456,905.5552918009498
K01-12159-2,Total,Nitrate + Nitrite as N,NA,4.65,mg/L,DANA POINT,2045087.9999999993,9509659.199999997,593.6681370803716,905.5552918009498
L01-726-5,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,298188.3316463654,0,0,0
L01-726-5,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN JUAN CAPISTRANO,19936.46520419904,0,0,0
L01-728-5 (L01-DP),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,66313.3872384,0,0,0
K01-12126-1 (K01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,990998.5304908713,0,0,0
K01-12126-1 (K01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,2656075.0695091286,0,0,0
K01-12159-3,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,363571.2,0,0,0
K01-12159-2,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,2045087.9999999993,0,0,0
L05-503-1,Total,Nitrate + Nitrite as N,NA,2.675,mg/L,SAN JUAN CAPISTRANO,2562235.46784,6853979.876472,427.87963051835646,827.9976840125285
L01-724-4 (L01P03),Total,Nitrate + Nitrite as N,NA,5.65,mg/L,LAGUNA NIGUEL,414905.243735376,2344214.6271048747,146.34441690506736,1689.860845748248
L01-724-4 (L01P03),Total,Nitrate + Nitrite as N,NA,5.65,mg/L,SAN JUAN CAPISTRANO,1015360.357551863,5736786.020168026,358.1355543658044,827.9976840125285
L01-724-1 (L01S01),Total,Nitrate + Nitrite as N,NA,0.885,mg/L,DANA POINT,637913.7850124988,564553.6997360615,35.2439068693586,905.5552918009498
L01-724-1 (L01S01),Total,Nitrate + Nitrite as N,NA,0.885,mg/L,LAGUNA NIGUEL,453025.0942074572,400927.2083735996,25.02904719235248,1689.860845748248
L01-724-1 (L01S01),Total,Nitrate + Nitrite as N,NA,0.885,mg/L,SAN JUAN CAPISTRANO,666394.7480090205,589759.3519879831,36.81744302891877,827.9976840125285
L05-503-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN JUAN CAPISTRANO,2562235.46784,0,0,0
L01-724-4 (L01P03),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,414905.243735376,0,0,0
L01-724-4 (L01P03),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN JUAN CAPISTRANO,1015360.357551863,0,0,0
L01-724-1 (L01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,DANA POINT,637913.7850124988,0,0,0
L01-724-1 (L01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA NIGUEL,453025.0942074572,0,0,0
L01-724-1 (L01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN JUAN CAPISTRANO,666394.7480090205,0,0,0
M01-042-1 (M01S01),Total,Nitrate + Nitrite as N,NA,15.333333333333334,mg/L,SAN CLEMENTE,1076085.79450752,16499982.18244864,1030.059382581619,3047.9480809031948
M02-032-1,Total,Nitrate + Nitrite as N,NA,1.2333333333333334,mg/L,SAN CLEMENTE,4802274.773279999,5922805.553711999,369.7483648374573,3047.9480809031948
M02-085-1 (M02P06),Total,Nitrate + Nitrite as N,NA,5.1,mg/L,ORANGE CO,882.9940915990373,4503.26986715509,0.2811297204850554,2422.8590364944685
M02-085-1 (M02P06),Total,Nitrate + Nitrite as N,NA,5.1,mg/L,SAN CLEMENTE,1273499.0217904504,6494845.011131297,405.4595919046251,3047.9480809031948
M02-085-2,Total,Nitrate + Nitrite as N,NA,2.7666666666666666,mg/L,SAN CLEMENTE,7194886.431264,19905852.4598304,1242.6807415794933,3047.9480809031948
M01-042-1 (M01S01),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN CLEMENTE,1076085.79450752,0,0,0
M02-032-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN CLEMENTE,4802274.773279999,0,0,0
M02-085-1 (M02P06),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,882.9940915990373,0,0,0
M02-085-1 (M02P06),Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN CLEMENTE,1273499.0217904504,0,0,0
M02-085-2,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,SAN CLEMENTE,7194886.431264,0,0,0
I01-11010-1,Total,Nitrate + Nitrite as N,NA,1.255,mg/L,LAGUNA BEACH,1485518.4000000001,1864325.592,116.38594799631738,196.26448103888612
I00-11437-1,Total,Nitrate + Nitrite as N,NA,0.5700000000000001,mg/L,LAGUNA BEACH,2244793.7149110925,1279532.417499323,79.87853304256872,196.26448103888612
I00-11437-1,Total,Nitrate + Nitrite as N,NA,0.5700000000000001,mg/L,ORANGE CO,82096.2659121763,46794.87156994049,2.9213059738083804,2422.8590364944685
I01-11010-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA BEACH,1485518.4000000001,0,0,0
I00-11437-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,LAGUNA BEACH,2244793.7149110925,0,0,0
I00-11437-1,Dissolved,Nitrate + Nitrite as N,NA,0,mg/L,ORANGE CO,82096.2659121763,0,0,0
