FACILITYID,Jurisdiction,Qcalcs,AVGDISCHARGE,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2023,Qcont4calcPrior,Qcf2023,Qcfp2022,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,avgCnx,PERSISTENTFLOW,MonitoringYear,rain_gage,dry_days,Qadj_Qall
L01-125-1,RANCHO SANTA MARGARITA,NA,2.5,1.7249999999999999,1.7249999999999999,1.7249999999999999,149039.99999999997,NA,NA,NA,NA,NA,149039.99999999997,RANCHO SANTA MARGARITA,82.89316367,362.07575558,300.136314,123543.97113376798,123543.97113376798,0.885,Yes,MY2022-23,TRABUCO,266,29083486.24460032
L01-125-3,RANCHO SANTA MARGARITA,NA,0.034201,NA,0.02359869,0.02359869,2038.9268160000001,NA,NA,NA,NA,NA,2038.9268160000001,ORANGE CO,1.064651459,69.26665813,0.737449138,21.707464094486248,21.707464094486248,0.885,Unknown,MY2022-23,TRABUCO,266,5110.154122483008
L01-125-3,RANCHO SANTA MARGARITA,NA,0.034201,NA,0.02359869,0.02359869,2038.9268160000001,NA,NA,NA,NA,NA,2038.9268160000001,RANCHO SANTA MARGARITA,98.93535016,69.26665813,68.52927134,2017.219384915739,2017.219384915739,0.885,Unknown,MY2022-23,TRABUCO,266,474873.6154030141
L01-218-1,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,1.588868781,66.55096754,1.057408482,NA,298.0240243127653,1,Yes,MY2022-23,TRABUCO,266,79274.39046719557
L01-218-1,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,RANCHO SANTA MARGARITA,98.41112993,66.55096754,65.49361704,NA,432.0571850929438,1,Yes,MY2022-23,TRABUCO,266,114927.21123472306
L01-218-3,RANCHO SANTA MARGARITA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,RANCHO SANTA MARGARITA,100,58.59506433,58.59511613,NA,432.0571850929438,0.5,Yes,MY2022-23,TRABUCO,266,57463.60561736153
L01-242-1 (L07P16),ORANGE CO,NA,NA,NA,NA,NA,NA,NA,0.0032239583333333335,NA,278.55,NA,278.55,ORANGE CO,99.65978637,196.96941954,196.2994763,277.602334933635,277.602334933635,0.77,Yes,MY2022-23,TRABUCO,266,56858.51024110712
L01-242-1 (L07P16),ORANGE CO,NA,NA,NA,NA,NA,NA,NA,0.0032239583333333335,NA,278.55,NA,278.55,RANCHO SANTA MARGARITA,0.340213646,196.96941954,0.670117436,0.947665110933,0.947665110933,0.77,Yes,MY2022-23,TRABUCO,266,194.10076802129706
L01-261-1,ORANGE CO,NA,0.008361,0.0010591499999999998,0.00576909,0.0010591499999999998,91.51056,NA,NA,NA,NA,NA,91.51056,ORANGE CO,99.85129002,149.63865359,149.4162581,91.37447466452609,91.37447466452609,1,Yes,MY2022-23,TRABUCO,266,24305.61026076394
L01-261-1,ORANGE CO,NA,0.008361,0.0010591499999999998,0.00576909,0.0010591499999999998,91.51056,NA,NA,NA,NA,NA,91.51056,RANCHO SANTA MARGARITA,0.148709977,149.63865359,0.222527803,0.1360853327285712,0.1360853327285712,1,Yes,MY2022-23,TRABUCO,266,36.19869850579994
L01-303-1,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,NA,NA,NA,298.0240243127653,0.5,Yes,MY2022-23,TRABUCO,266,39637.195233597784
L01-303-2,ORANGE CO,NA,0.07,NA,0.0483,0.0483,4173.12,NA,NA,NA,NA,NA,4173.12,ORANGE CO,100,NA,NA,4173.12,4173.12,0.77,Yes,MY2022-23,TRABUCO,266,854738.4384
L01-303-3,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,NA,NA,NA,298.0240243127653,0.77,Unknown,MY2022-23,TRABUCO,266,61041.28065974058
L01-372-1,ORANGE CO,NA,0.007224,NA,0.00498456,0.00498456,430.665984,NA,0.01437539914869843,NA,1242.0344864475444,836.3502352237722,836.3502352237722,ORANGE CO,100,117.6149137,117.6150177,836.3502352237722,836.3502352237722,0.5,Yes,MY2022-23,TRABUCO,266,111234.5812847617
L01-391-3,ORANGE CO,NA,0.012479,NA,0.00861051,0.00861051,743.948064,NA,NA,NA,NA,NA,743.948064,ORANGE CO,100,85.50832944,85.50840504,743.948064,743.948064,0.77,Unknown,MY2022-23,TRABUCO,266,152375.44246848
L01-399-2,ORANGE CO,NA,0.001,NA,6.9e-4,6.9e-4,59.616,NA,NA,NA,NA,NA,59.616,ORANGE CO,100,NA,NA,59.61600000000001,59.61600000000001,0.77,Unknown,MY2022-23,TRABUCO,266,12210.549120000001
L01-414-1,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,41.37487005,41.37490663,NA,298.0240243127653,0,Yes,MY2022-23,TRABUCO,266,0
L01-471-1,ORANGE CO,NA,0.00661,0.0208173,0.0045609,0.0208173,1798.6147200000003,NA,NA,NA,NA,NA,1798.6147200000003,ORANGE CO,100,319.331511,319.3317933,1798.6147200000005,1798.6147200000005,0.25,Unknown,MY2022-23,PALISADES,267,120057.53256000004
L01-517-3,ORANGE CO,NA,0.001664,NA,0.0011481599999999998,0.0011481599999999998,99.201024,NA,NA,NA,NA,NA,99.201024,ORANGE CO,86.86213464,603.8362612,524.5055299,86.1681270311387,86.1681270311387,0.77,Unknown,MY2022-23,PALISADES,267,17715.305236331806
L01-517-3,ORANGE CO,NA,0.001664,NA,0.0011481599999999998,0.0011481599999999998,99.201024,NA,NA,NA,NA,NA,99.201024,SAN JUAN CAPISTRANO,13.13786535,603.8362612,79.33126506,13.032896958941185,13.032896958941185,0.77,Unknown,MY2022-23,PALISADES,267,2679.4332857887184
L01-556-1,SAN JUAN CAPISTRANO,NA,0.015099,0.08181398999999999,0.010418309999999998,0.08181398999999999,7068.728735999999,NA,NA,NA,NA,NA,7068.728735999999,SAN JUAN CAPISTRANO,100,96.73680063,96.73688615,7068.728735999999,7068.728735999999,0.885,Unknown,MY2022-23,PALISADES,267,1670305.25667312
L01-602-2,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,62.42339564,62.42345082,NA,692.358138368086,0.385,Yes,MY2022-23,PALISADES,267,71170.9548335474
L01-613-1,DANA POINT,NA,0.005884,0.00423384,0.00405996,0.00423384,365.80377599999997,NA,NA,NA,NA,NA,365.80377599999997,DANA POINT,100,NA,NA,365.80377599999997,365.80377599999997,1,Yes,MY2022-23,DANAPOINT,263,96206.393088
L01-618-1,SAN JUAN CAPISTRANO,NA,0.081,NA,0.055889999999999995,0.055889999999999995,4828.896,NA,NA,NA,NA,NA,4828.896,SAN JUAN CAPISTRANO,100,92.62287102,92.6229529,4828.896,4828.896,0.5,Yes,MY2022-23,PALISADES,267,644657.6159999999
L01-618-2,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,399.49209345,399.4924467,NA,692.358138368086,0.385,Yes,MY2022-23,PALISADES,267,71170.9548335474
L01-728-2,DANA POINT,NA,0.002166,0.0035893799999999997,0.00149454,0.0035893799999999997,310.12243199999995,NA,NA,NA,NA,NA,310.12243199999995,DANA POINT,100.000001,95.97299313,95.97307889,310.12243510122426,310.12243510122426,0.5,Yes,MY2022-23,DANAPOINT,263,40781.10021581099
L01-728-4,DANA POINT,NA,0.007,NA,0.00483,0.00483,417.312,NA,NA,NA,NA,NA,417.312,DANA POINT,100,79.2189438,NA,417.31200000000007,417.31200000000007,0.77,Unknown,MY2022-23,DANAPOINT,263,84509.85312000001
L01-730-1,RANCHO SANTA MARGARITA,NA,0.023405,NA,0.01614945,0.01614945,1395.31248,NA,NA,NA,NA,NA,1395.31248,ORANGE CO,12.81955962,32.58238943,4.17692253,178.87291525890058,178.87291525890058,0.885,Yes,MY2022-23,TRABUCO,266,42108.47298109778
L01-730-1,RANCHO SANTA MARGARITA,NA,0.023405,NA,0.01614945,0.01614945,1395.31248,NA,NA,NA,NA,NA,1395.31248,RANCHO SANTA MARGARITA,87.18044032,32.58238943,28.40549569,1216.4395639039121,1216.4395639039121,0.885,Yes,MY2022-23,TRABUCO,266,286362.03773861995
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,NA,0.314453,0.02777043,0.21697256999999998,0.02777043,2399.365152,NA,NA,NA,NA,NA,2399.365152,ORANGE CO,5.866443295,1093.30467632,64.13815558,140.75739608207056,140.75739608207056,0.77,Yes,MY2022-23,TRABUCO,266,28829.92986552969
L01-731-1 (L08TBN2),RANCHO SANTA MARGARITA,NA,0.314453,0.02777043,0.21697256999999998,0.02777043,2399.365152,NA,NA,NA,NA,NA,2399.365152,RANCHO SANTA MARGARITA,94.13355663,1093.30467632,1029.167486,2258.6077541184054,2258.6077541184054,0.77,Yes,MY2022-23,TRABUCO,266,462608.04019853176
L01-733-2,ORANGE CO,NA,0.113928,NA,0.07861032,0.07861032,6791.931648000001,NA,NA,NA,NA,NA,6791.931648000001,ORANGE CO,99.1163795,120.42916661,119.3651353,6731.916747612285,6731.916747612285,1,Yes,MY2022-23,TRABUCO,266,1790689.8548648676
L01-733-2,ORANGE CO,NA,0.113928,NA,0.07861032,0.07861032,6791.931648000001,NA,NA,NA,NA,NA,6791.931648000001,RANCHO SANTA MARGARITA,0.883620502,120.42916661,1.064137748,60.01490052355448,60.01490052355448,1,Yes,MY2022-23,TRABUCO,266,15963.963539265493
L01-733-7,ORANGE CO,NA,0.069986,0.011654789999999998,0.04829034,0.011654789999999998,1006.9738559999998,NA,NA,NA,NA,NA,1006.9738559999998,ORANGE CO,100,NA,NA,1006.9738559999998,1006.9738559999998,0.77,Yes,MY2022-23,TRABUCO,266,206248.38518591996
L01-747-1,SAN JUAN CAPISTRANO,NA,0.045,NA,0.031049999999999998,0.031049999999999998,2682.72,NA,NA,NA,NA,NA,2682.72,SAN JUAN CAPISTRANO,100,132.61552692,132.6156442,2682.72,2682.72,0.885,Yes,MY2022-23,PALISADES,267,633913.3224
L01-749-2d,SAN JUAN CAPISTRANO,NA,0.081752,NA,0.05640888,0.05640888,4873.727232,NA,NA,NA,NA,NA,4873.727232,SAN JUAN CAPISTRANO,100,NA,NA,4873.727232,4873.727232,0.77,Yes,MY2022-23,PALISADES,267,1001989.5816268801
L01-749-5,SAN JUAN CAPISTRANO,NA,0.008383,NA,0.005784269999999999,0.005784269999999999,499.760928,NA,NA,NA,NA,NA,499.760928,SAN JUAN CAPISTRANO,100,NA,NA,499.760928,499.760928,1,Unknown,MY2022-23,PALISADES,267,133436.167776
L01-766-9,SAN JUAN CAPISTRANO,NA,0.173904,NA,0.11999375999999999,0.11999375999999999,10367.460863999999,NA,NA,NA,NA,NA,10367.460863999999,SAN JUAN CAPISTRANO,100,NA,NA,10367.460863999999,10367.460863999999,0.77,Yes,MY2022-23,PALISADES,267,2131446.2790297596
L02-344-2,ORANGE CO,NA,0.408144,NA,0.28161936,0.28161936,24331.912704000002,NA,NA,NA,NA,NA,24331.912704000002,ORANGE CO,100,NA,NA,24331.912704000002,24331.912704000002,0.77,Yes,MY2022-23,ELTORO,275,5152282.515072
L02-359-1 (L02P43),ORANGE CO,NA,0.010162,NA,0.007011779999999999,0.007011779999999999,605.8177919999999,NA,NA,NA,NA,NA,605.8177919999999,MISSION VIEJO,99.12347837,92.45754976,91.64722036,600.5076680147315,600.5076680147315,0.77,Yes,MY2022-23,SULPHURCREEK,279,129007.06231960478
L02-359-1 (L02P43),ORANGE CO,NA,0.010162,NA,0.007011779999999999,0.007011779999999999,605.8177919999999,NA,NA,NA,NA,NA,605.8177919999999,ORANGE CO,0.876521628,92.45754976,0.810411137,5.310123973152054,5.310123973152054,0.77,Yes,MY2022-23,SULPHURCREEK,279,1140.7739331522557
L02-366-1 (MVL02P14),MISSION VIEJO,NA,0.039306,0.007,0.02712114,0.007,604.8,NA,NA,NA,NA,NA,604.8,MISSION VIEJO,100,198.82243813,NA,604.8,604.8,0.77,Yes,MY2022-23,SULPHURCREEK,279,129929.184
L02-396-1,MISSION VIEJO,NA,0.024038,0.01930275,0.01658622,0.01930275,1667.7576000000001,NA,NA,NA,NA,NA,1667.7576000000001,MISSION VIEJO,99.27784457,193.73528575,192.3363859,1655.7137979323625,1655.7137979323625,0.77,Yes,MY2022-23,SULPHURCREEK,279,355696.99520980945
L02-396-1,MISSION VIEJO,NA,0.024038,0.01930275,0.01658622,0.01930275,1667.7576000000001,NA,NA,NA,NA,NA,1667.7576000000001,ORANGE CO,0.722154616,193.73528575,1.399069546,12.043788492090817,12.043788492090817,0.77,Yes,MY2022-23,SULPHURCREEK,279,2587.3670817558705
L02-401-2 (COL02P55),ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,116.86311828,116.8632216,NA,298.0240243127653,0,Yes,MY2022-23,SULPHURCREEK,279,0
L02-502-1,SAN JUAN CAPISTRANO,NA,0.026428,NA,0.01823532,0.01823532,1575.5316479999997,NA,NA,NA,NA,NA,1575.5316479999997,MISSION VIEJO,2.076270077,371.7262534,7.718047791,32.71229216108897,32.71229216108897,0.77,Unknown,MY2022-23,SULPHURCREEK,279,7027.581724966743
L02-502-1,SAN JUAN CAPISTRANO,NA,0.026428,NA,0.01823532,0.01823532,1575.5316479999997,NA,NA,NA,NA,NA,1575.5316479999997,ORANGE CO,25.20341608,371.7262534,93.68779714,397.0877967175209,397.0877967175209,0.77,Unknown,MY2022-23,SULPHURCREEK,279,85306.37136882503
L02-502-1,SAN JUAN CAPISTRANO,NA,0.026428,NA,0.01823532,0.01823532,1575.5316479999997,NA,NA,NA,NA,NA,1575.5316479999997,SAN JUAN CAPISTRANO,72.7203139,371.7262534,270.3207373,1145.7315600194427,1145.7315600194427,0.77,Unknown,MY2022-23,SULPHURCREEK,279,246137.5110389769
L02-502-6,SAN JUAN CAPISTRANO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN JUAN CAPISTRANO,100,39.57525956,39.57529455,NA,692.358138368086,0.77,Unknown,MY2022-23,SULPHURCREEK,279,148739.2988656159
L02-541-6,SAN JUAN CAPISTRANO,NA,0.002091,NA,0.0014427899999999998,0.0014427899999999998,124.65705599999998,NA,NA,NA,NA,NA,124.65705599999998,SAN JUAN CAPISTRANO,100,17.62492719,17.62494277,124.65705599999997,124.65705599999997,1,Yes,MY2022-23,PALISADES,267,33283.43395199999
L02-571-3,SAN JUAN CAPISTRANO,NA,6.07e-4,NA,4.1882999999999997e-4,4.1882999999999997e-4,36.186912,NA,NA,NA,NA,NA,36.186912,SAN JUAN CAPISTRANO,100,7.43114254,7.431149107,36.186912,36.186912,0.5,Yes,MY2022-23,PALISADES,267,4830.952752
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,NA,0.163333,NA,0.11269976999999999,0.11269976999999999,9737.260127999998,NA,0.06861458333333334,NA,5928.3,7832.780063999999,7832.780063999999,RANCHO SANTA MARGARITA,100,508.84556392,508.8460138,7832.780063999999,7832.780063999999,0.885,Unknown,MY2022-23,TRABUCO,266,1843914.7548662396
L03-074-2,MISSION VIEJO,NA,0.016608,0.005146365,0.01145952,0.005146365,444.645936,NA,NA,NA,NA,NA,444.645936,MISSION VIEJO,100,NA,NA,444.645936,444.645936,0.885,Yes,MY2022-23,ELTORO,275,108215.70467400001
L03-141-1,MISSION VIEJO,NA,0.072246,NA,0.04984974,0.04984974,4307.017535999999,NA,0.020870833333333335,NA,1803.2400000000002,3055.1287679999996,3055.1287679999996,MISSION VIEJO,58.38533876,161.39127863,94.22892806,1783.7472807510144,1783.7472807510144,0.77,Yes,MY2022-23,TRABUCO,266,365347.11804342276
L03-141-1,MISSION VIEJO,NA,0.072246,NA,0.04984974,0.04984974,4307.017535999999,NA,0.020870833333333335,NA,1803.2400000000002,3055.1287679999996,3055.1287679999996,RANCHO SANTA MARGARITA,41.61466124,161.39127863,67.16249325,1271.3814872489852,1271.3814872489852,0.77,Yes,MY2022-23,TRABUCO,266,260404.35621833714
L03-141-2,MISSION VIEJO,NA,0.005866,NA,0.00404754,0.00404754,349.707456,NA,NA,NA,NA,NA,349.707456,MISSION VIEJO,100,NA,NA,349.7074559999999,349.7074559999999,0.77,Yes,MY2022-23,TRABUCO,266,71627.08113791999
L03-141-3,MISSION VIEJO,NA,0.01245,NA,0.0085905,0.0085905,742.2191999999999,NA,NA,NA,NA,NA,742.2191999999999,MISSION VIEJO,100,NA,NA,742.2191999999999,742.2191999999999,0.77,Yes,MY2022-23,TRABUCO,266,152021.33654399996
L03-172-3,MISSION VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,MISSION VIEJO,100,NA,NA,NA,617.8012332221127,0.77,Yes,MY2022-23,TRABUCO,266,126538.04858855312
L03-418-2,LAGUNA NIGUEL,NA,0.006795,8.625e-4,0.00468855,8.625e-4,74.52,NA,NA,NA,NA,NA,74.52,LAGUNA NIGUEL,100,NA,NA,74.52,74.52,0.885,Unknown,MY2022-23,SULPHURCREEK,279,18400.105799999998
L03-455-5,LAGUNA NIGUEL,NA,0.006815,NA,0.004702349999999999,0.004702349999999999,406.2830399999999,NA,0.02460640738023983,NA,2125.9935976527213,1266.1383188263605,1266.1383188263605,LAGUNA NIGUEL,88.43637715,23.75471305,21.0078262,1119.7268588779498,1119.7268588779498,1,Unknown,MY2022-23,SULPHURCREEK,279,312403.79362694797
L03-455-5,LAGUNA NIGUEL,NA,0.006815,NA,0.004702349999999999,0.004702349999999999,406.2830399999999,NA,0.02460640738023983,NA,2125.9935976527213,1266.1383188263605,1266.1383188263605,SAN JUAN CAPISTRANO,11.56362628,23.75471305,2.746908669,146.4115033769552,146.4115033769552,1,Unknown,MY2022-23,SULPHURCREEK,279,40848.8094421705
L04-266-1,MISSION VIEJO,NA,0.00225,0.0015524999999999998,0.0015524999999999998,0.0015524999999999998,134.136,NA,NA,NA,NA,NA,134.136,MISSION VIEJO,100.0000001,54.2802175,54.28026556,134.136000134136,134.136000134136,1,Yes,MY2022-23,ELTORO,275,36887.4000368874
L04-301-1 (L04P08),MISSION VIEJO,NA,0.034968,NA,0.024127919999999997,0.024127919999999997,2084.652288,NA,NA,NA,NA,NA,2084.652288,MISSION VIEJO,100,191.83607914,191.8362487,2084.652288,2084.652288,0.77,Yes,MY2022-23,ELTORO,275,441425.121984
L04-702-1 (L04P02),MISSION VIEJO,NA,0.019946,NA,0.013762739999999997,0.013762739999999997,1189.1007359999996,NA,NA,NA,NA,NA,1189.1007359999996,LAGUNA HILLS,99.99999962,84.3662671,84.36634137,1189.100731481417,1189.100731481417,0.885,Yes,MY2022-23,SULPHURCREEK,279,293606.8071137341
L05-049-2,ORANGE CO,NA,0.286313,0.18362900999999998,0.19755596999999997,0.18362900999999998,15865.546464,NA,NA,NA,NA,NA,15865.546464,ORANGE CO,100,NA,NA,15865.546464,15865.546464,1,Yes,MY2022-23,SULPHURCREEK,279,4426487.463456
L05-489-4,ORANGE CO,NA,0.205885,0.32522322,0.14206065,0.32522322,28099.286207999998,NA,NA,NA,NA,NA,28099.286207999998,ORANGE CO,100,NA,NA,28099.286207999998,28099.286207999998,1,Yes,MY2022-23,SULPHURCREEK,279,7839700.852031999
L05-503-1,SAN JUAN CAPISTRANO,NA,0.083576,0.11106930000000001,0.05766743999999999,0.11106930000000001,9596.38752,NA,NA,NA,NA,NA,9596.38752,SAN JUAN CAPISTRANO,100,NA,NA,9596.38752,9596.38752,1,Yes,MY2022-23,PALISADES,267,2562235.46784
LC01-11446-1,LAGUNA BEACH,NA,0.014692,5.865e-4,0.010137479999999999,5.865e-4,50.67359999999999,NA,NA,NA,NA,NA,50.67359999999999,LAGUNA BEACH,39.36702966,178.33264473,70.20432721,19.948691141789755,19.948691141789755,0,Yes,MY2022-23,LAGUNABEACH,274,0
LC01-11446-1,LAGUNA BEACH,NA,0.014692,5.865e-4,0.010137479999999999,5.865e-4,50.67359999999999,NA,NA,NA,NA,NA,50.67359999999999,ORANGE CO,55.76166121,178.33264473,99.4413331,28.256441154910558,28.256441154910558,0,Yes,MY2022-23,LAGUNABEACH,274,0
LC01-11480-1,ORANGE CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ORANGE CO,100,NA,NA,NA,298.0240243127653,0.885,Yes,MY2022-23,LAGUNABEACH,274,72267.84565560246
LC02-11508-2,LAGUNA BEACH,NA,0.023365,0.019826115,0.01612185,0.019826115,1712.9763360000002,NA,NA,NA,NA,NA,1712.9763360000002,LAGUNA BEACH,100,NA,NA,1712.9763360000004,1712.9763360000004,0.635,Yes,MY2022-23,LAGUNABEACH,274,298040.75270064006
LC03-11515-1,LAGUNA BEACH,NA,0.016796,0.01741836,0.011589239999999997,0.01741836,1504.9463039999998,0.028,NA,2419.2,NA,NA,2419.2,LAGUNA BEACH,100,NA,NA,2419.2,2419.2,0.25666666666666665,Unknown,MY2022-23,LAGUNABEACH,274,170134.272
LC04-11199-1,LAGUNA BEACH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA BEACH,100,NA,NA,NA,734.4842763552602,0.77,Unknown,MY2022-23,LAGUNABEACH,274,154961.49262543282
M00.1-071-2 (M00S04),SAN CLEMENTE,NA,0.072122,NA,0.04976418,0.04976418,4299.625152,NA,NA,NA,NA,NA,4299.625152,SAN CLEMENTE,100.0000001,416.85960898,416.8599777,4299.625156299624,4299.625156299624,0.77,Unknown,MY2022-23,PALISADES,267,883959.9358836397
M00.2-066-1 (M00S07),SAN CLEMENTE,NA,0.014319,0.009870105,0.00988011,0.009870105,852.7770720000001,NA,NA,NA,NA,NA,852.7770720000001,SAN CLEMENTE,99.98882995,136.33710933,136.3220009,852.6818163746691,852.6818163746691,0,Yes,MY2022-23,PALISADES,267,0
M01-038-3,SAN CLEMENTE,NA,0.005304,NA,0.0036597599999999993,0.0036597599999999993,316.203264,NA,NA,NA,NA,NA,316.203264,SAN CLEMENTE,100,NA,NA,316.203264,316.203264,0.77,Yes,MY2022-23,PALISADES,267,65008.229045759996
M01-050-7,SAN CLEMENTE,NA,4e-6,NA,2.76e-6,2.76e-6,0.23846399999999995,NA,NA,NA,NA,NA,0.23846399999999995,SAN CLEMENTE,100,NA,NA,0.23846399999999995,0.23846399999999995,0.5,Unknown,MY2022-23,PALISADES,267,31.834943999999993
M01-124-4,SAN CLEMENTE,NA,6e-4,NA,4.139999999999999e-4,4.139999999999999e-4,35.7696,NA,NA,NA,NA,NA,35.7696,SAN CLEMENTE,100,NA,NA,35.7696,35.7696,0,Unknown,MY2022-23,PALISADES,267,0
M02-013-1,SAN CLEMENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN CLEMENTE,100,43.17862585,43.17866403,NA,1412.6383089287892,0.77,Yes,MY2022-23,PALISADES,267,290424.3099326698
M02-015-1,SAN CLEMENTE,NA,0.020964,NA,0.01446516,0.01446516,1249.789824,NA,0.011802083333333333,NA,1019.6999999999999,1134.7449119999999,1134.7449119999999,SAN CLEMENTE,100,65.88798185,65.8880401,1134.7449119999999,1134.7449119999999,0,Yes,MY2022-23,PALISADES,267,0
M02-028-2 (M02P08),SAN CLEMENTE,NA,0.040333,NA,0.027829769999999997,0.027829769999999997,2404.492128,NA,NA,NA,NA,NA,2404.492128,ORANGE CO,0.116727935,221.16825465,0.258165364,2.806714008251957,2.806714008251957,0.385,Yes,MY2022-23,PALISADES,267,288.5161664782599
M02-028-2 (M02P08),SAN CLEMENTE,NA,0.040333,NA,0.027829769999999997,0.027829769999999997,2404.492128,NA,NA,NA,NA,NA,2404.492128,SAN CLEMENTE,99.88327205,221.16825465,220.9102848,2401.685413631074,2401.685413631074,0.385,Yes,MY2022-23,PALISADES,267,246881.25209420625
M02-061-7,SAN CLEMENTE,NA,0.5,NA,0.345,0.345,29808,NA,NA,NA,NA,NA,29808,SAN CLEMENTE,100,NA,NA,29808,29808,0.77,Yes,MY2022-23,PALISADES,267,6128226.72
M02-102-1,SAN CLEMENTE,NA,0.044,NA,0.030359999999999995,0.030359999999999995,2623.1039999999994,NA,NA,NA,NA,NA,2623.1039999999994,ORANGE CO,3.840670819,4825.00118255,185.3125762,100.74478988002174,100.74478988002174,0,Yes,MY2022-23,PALISADES,267,0
M02-102-1,SAN CLEMENTE,NA,0.044,NA,0.030359999999999995,0.030359999999999995,2623.1039999999994,NA,NA,NA,NA,NA,2623.1039999999994,SAN CLEMENTE,96.15932919,4825.00118255,4639.692872,2522.359210356057,2522.359210356057,0,Yes,MY2022-23,PALISADES,267,0
SC01-077-1,SAN CLEMENTE,NA,0.057989,0.05519999999999999,0.04001241,0.05519999999999999,4769.279999999999,NA,NA,NA,NA,NA,4769.279999999999,SAN CLEMENTE,100,48.74950277,48.74954587,4769.279999999999,4769.279999999999,0.75,Yes,MY2022-23,PALISADES,267,955048.3199999997
SC01-077-2,SAN CLEMENTE,NA,0.0075,NA,0.005174999999999999,0.005174999999999999,447.1199999999999,NA,NA,NA,NA,NA,447.1199999999999,SAN CLEMENTE,100,NA,NA,447.11999999999983,447.11999999999983,0.77,Unknown,MY2022-23,PALISADES,267,91923.40079999997
SC02-072-4,SAN CLEMENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,SAN CLEMENTE,100,NA,NA,NA,1412.6383089287892,0.77,Unknown,MY2022-23,PALISADES,267,290424.3099326698
SC06-146-1 (M00P02),SAN CLEMENTE,NA,0.003017,NA,0.00208173,0.00208173,179.861472,NA,NA,NA,NA,NA,179.861472,SAN CLEMENTE,100.0000005,26.41299244,26.41301593,179.86147289930733,179.86147289930733,0.77,Yes,MY2022-23,PALISADES,267,36977.72021336859
SC06-146-2 (M00P02),SAN CLEMENTE,NA,0.055256,0.029006219999999996,0.038126639999999996,0.029006219999999996,2506.1374079999996,NA,NA,NA,NA,NA,2506.1374079999996,SAN CLEMENTE,99.99837363,325.80676057,325.8017498,2506.096648933037,2506.096648933037,0,Unknown,MY2022-23,PALISADES,267,0
SC07-079-4,SAN CLEMENTE,NA,0.029587,0.07510684499999999,0.020415029999999997,0.07510684499999999,6489.231407999998,NA,NA,NA,NA,NA,6489.231407999998,SAN CLEMENTE,100,1.06690053,1.066901477,6489.231407999998,6489.231407999998,1,Yes,MY2022-23,PALISADES,267,1732624.7859359994
SC07-079-5,SAN CLEMENTE,NA,0.201763,0.41164778999999996,0.13921646999999998,0.41164778999999996,35566.369055999996,NA,NA,NA,NA,NA,35566.369055999996,SAN CLEMENTE,100,29.94605554,29.94608202,35566.369055999996,35566.369055999996,0.885,Unknown,MY2022-23,PALISADES,267,8404155.17608752
SC10-075-1 (M00P05),DANA POINT,NA,0.006323,NA,0.00436287,0.00436287,376.95196799999997,NA,NA,NA,NA,NA,376.95196799999997,DANA POINT,89.808013,83.2555747,74.77024345,338.53307242519577,338.53307242519577,1,Yes,MY2022-23,PALISADES,267,90388.33033752727
SC10-075-1 (M00P05),DANA POINT,NA,0.006323,NA,0.00436287,0.00436287,376.95196799999997,NA,NA,NA,NA,NA,376.95196799999997,SAN CLEMENTE,10.19198624,83.2555747,8.485404217,38.4188927099692,38.4188927099692,1,Yes,MY2022-23,PALISADES,267,10257.844353561777
SC10-075-3 (M00S01),DANA POINT,NA,0.36,0.012,0.24839999999999998,0.012,1036.8,NA,NA,NA,NA,NA,1036.8,DANA POINT,100,NA,NA,1036.8,1036.8,1,Yes,MY2022-23,PALISADES,267,276825.6
