Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS
J06-9079-1 (J06P03),Total,"Mercury, Total",<,0.05450000000000001,ug/L,ALISO VIEJO,378008.66377610824,20601.472175797902,0.0012861068257544975
J01-9082-2,Total,"Mercury, Total",<,0.060000000000000005,ug/L,ALISO VIEJO,663258.1110407821,39795.48666244693,0.0024843490112770442
J01-9082-2,Total,"Mercury, Total",<,0.060000000000000005,ug/L,ORANGE CO,14591.35464843927,875.4812789063562,5.465446541944194e-5
J06-10011-1 (J06P01),Dissolved,"Mercury, Total",<,0.0495,ug/L,ALISO VIEJO,655642.1397787175,32454.28591904652,0.0020260532009216572
J06-10011-1 (J06P01),Dissolved,"Mercury, Total",<,0.0495,ug/L,LAGUNA HILLS,919610.2814360304,45520.70893108351,0.0028417626648170728
J06-10011-1 (J06P01),Dissolved,"Mercury, Total",<,0.0495,ug/L,LAGUNA WOODS,1683191.956220705,83318.0018329249,0.005201368618279353
J06-10011-1 (J06P01),Dissolved,"Mercury, Total",<,0.0495,ug/L,LAKE FOREST,1012754.6435336117,50131.35485491378,0.0031295956479735587
J06-9079-1 (J06P03),Dissolved,"Mercury, Total",<,0.046,ug/L,ALISO VIEJO,378008.66377610824,17388.39853370098,0.0010855213575175573
J01-9082-2,Dissolved,"Mercury, Total",<,0.04866666666666667,ug/L,ALISO VIEJO,663258.1110407821,32278.56140398473,0.002015083086924714
J01-9082-2,Dissolved,"Mercury, Total",<,0.04866666666666667,ug/L,ORANGE CO,14591.35464843927,710.1125928907112,4.4330844173547354e-5
K01-12177-1 (K01P07),Dissolved,"Mercury, Total",<,0.0125,ug/L,LAGUNA NIGUEL,4657608.619114088,58220.107738926105,0.0036345595751724516
K01-12159-3,Total,"Mercury, Total",NA,0.0505,ug/L,DANA POINT,363571.2,18360.3456,0.0011461979803128804
L01-724-4 (L01P03),Total,"Mercury, Total",NA,0.0875,ug/L,LAGUNA NIGUEL,414905.243735376,36304.208826845395,0.002266395837025379
L01-724-4 (L01P03),Total,"Mercury, Total",NA,0.0875,ug/L,SAN JUAN CAPISTRANO,1015360.357551863,88844.031285788,0.005546347080886351
L01-724-1 (L01S01),Total,"Mercury, Total",NA,0.1675,ug/L,DANA POINT,637913.7850124988,106850.55898959357,0.006670456949850357
L01-724-1 (L01S01),Total,"Mercury, Total",NA,0.1675,ug/L,LAGUNA NIGUEL,453025.0942074572,75881.70327974908,0.004737136050529989
L01-724-1 (L01S01),Total,"Mercury, Total",NA,0.1675,ug/L,SAN JUAN CAPISTRANO,666394.7480090205,111621.12029151093,0.006968273115642817
J01-9377-1,Total,"Nickel, Total",NA,2,ug/L,LAKE FOREST,193643.67839086507,387287.35678173014,0.0241775397813826
J01-9377-1,Total,"Nickel, Total",NA,2,ug/L,MISSION VIEJO,3801.919024571975,7603.83804914395,4.7469170812095327e-4
J01-10004-1 (J01P01),Total,"Nickel, Total",NA,2.4000000000000004,ug/L,LAKE FOREST,987247.432440811,2369393.8378579468,0.1479163023771493
J01-9377-1,Dissolved,"Nickel, Total",<,1,ug/L,LAKE FOREST,193643.67839086507,193643.67839086507,0.0120887698906913
J01-9377-1,Dissolved,"Nickel, Total",<,1,ug/L,MISSION VIEJO,3801.919024571975,3801.919024571975,2.3734585406047664e-4
J01-10004-1 (J01P01),Dissolved,"Nickel, Total",NA,1.6,ug/L,LAKE FOREST,987247.432440811,1579595.8919052975,0.09861086825143285
L04-266-5,Total,"Nickel, Total",NA,9.75,ug/L,MISSION VIEJO,6892314.547799999,67200066.84104998,4.195159642861082
L04-672-1,Total,"Nickel, Total",NA,6.4,ug/L,MISSION VIEJO,2251802.3628672,14411535.12235008,0.8996820000188777
I01-11343-2 (I02P18),Total,"Nickel, Total",NA,10.3,ug/L,LAGUNA WOODS,45186.8173673994,465424.2188842139,0.02905546068118597
L04-672-1,Dissolved,"Nickel, Total",NA,3.9,ug/L,MISSION VIEJO,2251802.3628672,8782029.215182079,0.5482437187615035
L04-266-5,Dissolved,"Nickel, Total",NA,9.05,ug/L,MISSION VIEJO,6892314.547799999,62375446.657589994,3.8939686941428513
I01-11343-2 (I02P18),Dissolved,"Nickel, Total",NA,9.95,ug/L,LAGUNA WOODS,45186.8173673994,449608.832805624,0.028068139201728192
L03-662-3 (L03P16),Total,"Nickel, Total",NA,2,ug/L,MISSION VIEJO,728306.7412500001,1456613.4825000002,0.09093333361535479
L03-214-2 (L03P18),Total,"Nickel, Total",NA,110,ug/L,MISSION VIEJO,9795374.37498252,1077491181.2480772,67.26552117578254
L03-214-2 (L03P18),Total,"Nickel, Total",NA,110,ug/L,RANCHO SANTA MARGARITA,466591.0148327202,51325011.631599225,3.2041131443448494
L03-316-3 (L03P12),Total,"Nickel, Total",NA,49,ug/L,MISSION VIEJO,7413529.826236038,363262961.48556584,22.677747023303922
L03-662-3 (L03P16),Dissolved,"Nickel, Total",NA,1.9,ug/L,MISSION VIEJO,728306.7412500001,1383782.808375,0.08638666693458703
L03-316-3 (L03P12),Dissolved,"Nickel, Total",NA,49,ug/L,MISSION VIEJO,7413529.826236038,363262961.48556584,22.677747023303922
L03-214-2 (L03P18),Dissolved,"Nickel, Total",NA,108.5,ug/L,MISSION VIEJO,9795374.37498252,1062798119.6856033,66.34826406884004
L03-214-2 (L03P18),Dissolved,"Nickel, Total",NA,108.5,ug/L,RANCHO SANTA MARGARITA,466591.0148327202,50625125.109350145,3.160420692376511
L03-418-8,Total,"Nickel, Total",NA,9.05,ug/L,LAGUNA NIGUEL,251888.61272336388,2279591.9451464433,0.1423101580105531
L03-418-8,Total,"Nickel, Total",NA,9.05,ug/L,MISSION VIEJO,2298480.77152387,20801250.982291024,1.2985785988627192
K01-12177-1 (K01P07),Total,"Nickel, Total",NA,4.8,ug/L,LAGUNA NIGUEL,4657608.619114088,22356521.37174762,1.3956708768662212
K01-12156-4 (SCNK01),Total,"Nickel, Total",NA,0,ug/L,NA,NA,NA,NA
J03-9221-1 (J03P02),Total,"Nickel, Total",NA,65.5,ug/L,LAGUNA NIGUEL,3303913.5360000003,216406336.608,13.50979504149415
J01-9224-1 (J01P24),Total,"Nickel, Total",NA,15.85,ug/L,ALISO VIEJO,3068.504293817672,48635.7930570101,0.003036230852476992
J01-9224-1 (J01P24),Total,"Nickel, Total",NA,15.85,ug/L,LAGUNA NIGUEL,184232.00687644104,2920077.3089915905,0.18229431988053818
J01-9224-2 (J01P25),Total,"Nickel, Total",NA,4.95,ug/L,ALISO VIEJO,31988.268700029792,158341.93006514746,0.009884955566387344
J01-9224-2 (J01P25),Total,"Nickel, Total",NA,4.95,ug/L,LAGUNA NIGUEL,1920565.3226501578,9506798.34711828,0.5934895400176347
L03-418-8,Dissolved,"Nickel, Total",NA,8.1,ug/L,LAGUNA NIGUEL,251888.61272336388,2040297.7630592473,0.12737152263927956
L03-418-8,Dissolved,"Nickel, Total",NA,8.1,ug/L,MISSION VIEJO,2298480.77152387,18617694.249343347,1.162263718319119
K01-12177-1 (K01P07),Dissolved,"Nickel, Total",NA,3.55,ug/L,LAGUNA NIGUEL,4657608.619114088,16534510.597855011,1.0322149193489762
J03-9221-1 (J03P02),Dissolved,"Nickel, Total",NA,65.5,ug/L,LAGUNA NIGUEL,3303913.5360000003,216406336.608,13.50979504149415
J01-9224-1 (J01P24),Dissolved,"Nickel, Total",NA,8.1,ug/L,ALISO VIEJO,3068.504293817672,24854.884779923144,0.0015516384798147402
J01-9224-1 (J01P24),Dissolved,"Nickel, Total",NA,8.1,ug/L,LAGUNA NIGUEL,184232.00687644104,1492279.2556991724,0.09315987325125295
J01-9224-2 (J01P25),Dissolved,"Nickel, Total",NA,3.85,ug/L,ALISO VIEJO,31988.268700029792,123154.8344951147,0.007688298773856823
J01-9224-2 (J01P25),Dissolved,"Nickel, Total",NA,3.85,ug/L,LAGUNA NIGUEL,1920565.3226501578,7394176.492203108,0.46160297556927143
L01-404-1,Total,"Nickel, Total",<,1,ug/L,ORANGE CO,607900.6394999999,607900.6394999999,0.03794996567089719
L01-340-1,Total,"Nickel, Total",<,1,ug/L,ORANGE CO,294000.5583070091,294000.5583070091,0.01835384003568827
L01-340-1,Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,3611.8316279502988,3611.8316279502988,2.254790954036734e-4
L05-489-3,Total,"Nickel, Total",NA,15,ug/L,ORANGE CO,11576026.50698835,173640397.60482526,10.840006902450476
L05-049-1,Total,"Nickel, Total",NA,30,ug/L,ORANGE CO,2073409.118979964,62202273.56939892,3.8831578603898556
L02-374-1 (L02P50),Total,"Nickel, Total",NA,6.55,ug/L,ORANGE CO,1549656.2752879742,10150248.60313623,0.6336587939057302
L01-404-1,Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,607900.6394999999,607900.6394999999,0.03794996567089719
L01-340-1,Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,294000.5583070091,294000.5583070091,0.01835384003568827
L01-340-1,Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,3611.8316279502988,3611.8316279502988,2.254790954036734e-4
L05-489-3,Dissolved,"Nickel, Total",NA,13.5,ug/L,ORANGE CO,11576026.50698835,156276357.84434274,9.756006212205428
L05-049-1,Dissolved,"Nickel, Total",NA,26,ug/L,ORANGE CO,2073409.118979964,53908637.09347906,3.3654034790045415
L02-374-1 (L02P50),Dissolved,"Nickel, Total",NA,5.5,ug/L,ORANGE CO,1549656.2752879742,8523109.514083859,0.532079903279621
J01-9992-1 (J01P27),Total,"Nickel, Total",NA,21.333333333333332,ug/L,ALISO VIEJO,39297.39287168602,838344.381262635,0.0523360865609133
J01-9992-1 (J01P27),Total,"Nickel, Total",NA,21.333333333333332,ug/L,ORANGE CO,115.26310269575279,2458.946190842726,1.5350686850044824e-4
J01-9131-1 (J01P28),Total,"Nickel, Total",NA,20,ug/L,ALISO VIEJO,333862.55999999994,6677251.199999999,0.41684682882449425
J01-9007-1 (J02P05),Total,"Nickel, Total",NA,6.933333333333334,ug/L,ALISO VIEJO,480980.7288160326,3334799.7197911595,0.20818457271156085
J01-9007-1 (J02P05),Total,"Nickel, Total",NA,6.933333333333334,ug/L,ORANGE CO,8845.065025712363,61325.78417827239,0.0038284404606326915
J01-9992-1 (J01P27),Dissolved,"Nickel, Total",NA,17,ug/L,ALISO VIEJO,39297.39287168602,668055.6788186623,0.04170531897822778
J01-9992-1 (J01P27),Dissolved,"Nickel, Total",NA,17,ug/L,ORANGE CO,115.26310269575279,1959.4727458277976,1.223257858362947e-4
J01-9131-1 (J01P28),Dissolved,"Nickel, Total",NA,20,ug/L,ALISO VIEJO,333862.55999999994,6677251.199999999,0.41684682882449425
J01-9007-1 (J02P05),Dissolved,"Nickel, Total",NA,6.633333333333334,ug/L,ALISO VIEJO,480980.7288160326,3190505.5011463496,0.19917658639231062
J01-9007-1 (J02P05),Dissolved,"Nickel, Total",NA,6.633333333333334,ug/L,ORANGE CO,8845.065025712363,58672.26467055868,0.0036627867868553148
J06-9079-1 (J06P03),Total,"Nickel, Total",NA,4.25,ug/L,ALISO VIEJO,378008.66377610824,1606536.82104846,0.10029273411846998
J06-10011-1 (J06P01),Total,"Nickel, Total",NA,4.75,ug/L,ALISO VIEJO,655642.1397787175,3114300.1639489084,0.19441924655308834
J06-10011-1 (J06P01),Total,"Nickel, Total",NA,4.75,ug/L,LAGUNA HILLS,919610.2814360304,4368148.836821144,0.27269439712891097
J06-10011-1 (J06P01),Total,"Nickel, Total",NA,4.75,ug/L,LAGUNA WOODS,1683191.956220705,7995161.792048349,0.49912123104700856
J06-10011-1 (J06P01),Total,"Nickel, Total",NA,4.75,ug/L,LAKE FOREST,1012754.6435336117,4810584.556784656,0.3003147338964527
J01-9082-2,Total,"Nickel, Total",<,1,ug/L,ALISO VIEJO,663258.1110407821,663258.1110407821,0.0414058168546174
J01-9082-2,Total,"Nickel, Total",<,1,ug/L,ORANGE CO,14591.35464843927,14591.35464843927,9.109077569906989e-4
J06-9079-1 (J06P03),Dissolved,"Nickel, Total",NA,4.25,ug/L,ALISO VIEJO,378008.66377610824,1606536.82104846,0.10029273411846998
J06-10011-1 (J06P01),Dissolved,"Nickel, Total",NA,4.65,ug/L,ALISO VIEJO,655642.1397787175,3048735.949971037,0.19032620978354967
J06-10011-1 (J06P01),Dissolved,"Nickel, Total",NA,4.65,ug/L,LAGUNA HILLS,919610.2814360304,4276187.808677542,0.2669534624525129
J06-10011-1 (J06P01),Dissolved,"Nickel, Total",NA,4.65,ug/L,LAGUNA WOODS,1683191.956220705,7826842.596426279,0.48861341565654526
J06-10011-1 (J06P01),Dissolved,"Nickel, Total",NA,4.65,ug/L,LAKE FOREST,1012754.6435336117,4709309.092431295,0.293992318446001
J01-9082-2,Dissolved,"Nickel, Total",<,1.3333333333333333,ug/L,ALISO VIEJO,663258.1110407821,884344.148054376,0.055207755806156535
J01-9082-2,Dissolved,"Nickel, Total",<,1.3333333333333333,ug/L,ORANGE CO,14591.35464843927,19455.13953125236,0.0012145436759875986
L01-726-5,Total,"Nickel, Total",<,1,ug/L,DANA POINT,298188.3316463654,298188.3316463654,0.018615273967715035
L01-726-5,Total,"Nickel, Total",<,1,ug/L,SAN JUAN CAPISTRANO,19936.46520419904,19936.46520419904,0.001244591831192489
L01-728-5 (L01-DP),Total,"Nickel, Total",NA,4.25,ug/L,DANA POINT,66313.3872384,281831.8957632,0.01759417588041099
K01-12126-1 (K01S01),Total,"Nickel, Total",NA,20.5,ug/L,DANA POINT,990998.5304908713,20315469.87506286,1.2682523002129227
K01-12126-1 (K01S01),Total,"Nickel, Total",NA,20.5,ug/L,LAGUNA NIGUEL,2656075.0695091286,54449538.92493714,3.399170849198531
K01-12159-3,Total,"Nickel, Total",NA,2.7,ug/L,DANA POINT,363571.2,981642.2400000001,0.06128187221474806
K01-12159-2,Total,"Nickel, Total",NA,140,ug/L,DANA POINT,2045087.9999999993,286312319.9999999,17.873879395968174
L01-726-5,Dissolved,"Nickel, Total",<,1,ug/L,DANA POINT,298188.3316463654,298188.3316463654,0.018615273967715035
L01-726-5,Dissolved,"Nickel, Total",<,1,ug/L,SAN JUAN CAPISTRANO,19936.46520419904,19936.46520419904,0.001244591831192489
L01-728-5 (L01-DP),Dissolved,"Nickel, Total",NA,3.85,ug/L,DANA POINT,66313.3872384,255306.54086784,0.015938253444607604
K01-12126-1 (K01S01),Dissolved,"Nickel, Total",NA,15.5,ug/L,DANA POINT,990998.5304908713,15360477.222608505,0.9589224708926977
K01-12126-1 (K01S01),Dissolved,"Nickel, Total",NA,15.5,ug/L,LAGUNA NIGUEL,2656075.0695091286,41169163.57739149,2.570104788418401
K01-12159-3,Dissolved,"Nickel, Total",NA,2.7,ug/L,DANA POINT,363571.2,981642.2400000001,0.06128187221474806
K01-12159-2,Dissolved,"Nickel, Total",NA,130,ug/L,DANA POINT,2045087.9999999993,265861439.9999999,16.597173724827595
L05-503-1,Total,"Nickel, Total",NA,2.1,ug/L,SAN JUAN CAPISTRANO,2562235.46784,5380694.482464001,0.3359055043321677
L01-724-4 (L01P03),Total,"Nickel, Total",<,1,ug/L,LAGUNA NIGUEL,414905.243735376,414905.243735376,0.025901666708861477
L01-724-4 (L01P03),Total,"Nickel, Total",<,1,ug/L,SAN JUAN CAPISTRANO,1015360.357551863,1015360.357551863,0.06338682378155831
L01-724-1 (L01S01),Total,"Nickel, Total",NA,7.45,ug/L,DANA POINT,637913.7850124988,4752457.698343117,0.2966859956799114
L01-724-1 (L01S01),Total,"Nickel, Total",NA,7.45,ug/L,LAGUNA NIGUEL,453025.0942074572,3375036.9518455565,0.21069649896387116
L01-724-1 (L01S01),Total,"Nickel, Total",NA,7.45,ug/L,SAN JUAN CAPISTRANO,666394.7480090205,4964640.872667203,0.30993214753157605
L05-503-1,Dissolved,"Nickel, Total",NA,1.6,ug/L,SAN JUAN CAPISTRANO,2562235.46784,4099576.748544,0.25592800330069915
L01-724-4 (L01P03),Dissolved,"Nickel, Total",<,1,ug/L,LAGUNA NIGUEL,414905.243735376,414905.243735376,0.025901666708861477
L01-724-4 (L01P03),Dissolved,"Nickel, Total",<,1,ug/L,SAN JUAN CAPISTRANO,1015360.357551863,1015360.357551863,0.06338682378155831
L01-724-1 (L01S01),Dissolved,"Nickel, Total",NA,6.3,ug/L,DANA POINT,637913.7850124988,4018856.8455787427,0.2508888285615358
L01-724-1 (L01S01),Dissolved,"Nickel, Total",NA,6.3,ug/L,LAGUNA NIGUEL,453025.0942074572,2854058.09350698,0.17817287831844136
L01-724-1 (L01S01),Dissolved,"Nickel, Total",NA,6.3,ug/L,SAN JUAN CAPISTRANO,666394.7480090205,4198286.912456829,0.2620902724092522
M01-042-1 (M01S01),Total,"Nickel, Total",NA,1700,ug/L,SAN CLEMENTE,1076085.79450752,1829345850.662784,114.20223589491862
M02-032-1,Total,"Nickel, Total",NA,23,ug/L,SAN CLEMENTE,4802274.773279999,110452319.78543998,6.895307344266096
SC1-2,Total,"Nickel, Total",NA,68.66666666666667,ug/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,"Nickel, Total",NA,500,ug/L,ORANGE CO,882.9940915990373,441497.0457995187,0.027561737302456417
M02-085-1 (M02P06),Total,"Nickel, Total",NA,500,ug/L,SAN CLEMENTE,1273499.0217904504,636749510.8952252,39.750940382806384
M02-085-2,Total,"Nickel, Total",NA,20.666666666666668,ug/L,SAN CLEMENTE,7194886.431264,148694319.579456,9.28267541902754
M01-042-1 (M01S01),Dissolved,"Nickel, Total",NA,1666.6666666666667,ug/L,SAN CLEMENTE,1076085.79450752,1793476324.1792002,111.96297636756728
M02-032-1,Dissolved,"Nickel, Total",NA,21.666666666666668,ug/L,SAN CLEMENTE,4802274.773279999,104049286.75439999,6.495579382279656
SC1-2,Dissolved,"Nickel, Total",NA,67,ug/L,NA,NA,NA,NA
M02-085-1 (M02P06),Dissolved,"Nickel, Total",NA,486.6666666666667,ug/L,ORANGE CO,882.9940915990373,429723.7912448649,0.026826757641057578
M02-085-1 (M02P06),Dissolved,"Nickel, Total",NA,486.6666666666667,ug/L,SAN CLEMENTE,1273499.0217904504,619769523.9380193,38.69091530593155
M02-085-2,Dissolved,"Nickel, Total",NA,20,ug/L,SAN CLEMENTE,7194886.431264,143897728.62528,8.983234276478264
I01-11010-1,Total,"Nickel, Total",<,1.85,ug/L,LAGUNA BEACH,1485518.4000000001,2748209.0400000005,0.17156494326150376
I00-11437-1,Total,"Nickel, Total",NA,4.85,ug/L,LAGUNA BEACH,2244793.7149110925,10887249.517318798,0.6796682197481723
I00-11437-1,Total,"Nickel, Total",NA,4.85,ug/L,ORANGE CO,82096.2659121763,398166.88967405504,0.02485672626836955
I01-11010-1,Dissolved,"Nickel, Total",<,1.75,ug/L,LAGUNA BEACH,1485518.4000000001,2599657.2,0.1622911625446657
I00-11437-1,Dissolved,"Nickel, Total",NA,5.05,ug/L,LAGUNA BEACH,2244793.7149110925,11336208.260301016,0.7076957752017051
I00-11437-1,Dissolved,"Nickel, Total",NA,5.05,ug/L,ORANGE CO,82096.2659121763,414586.1428564903,0.025881745908302316
L02-246-1 (L11P01),Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,615615.8297142858,615615.8297142858,0.03843160886182624
L02-246-1 (L11P01),Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,600136.1279999999,600136.1279999999,0.03746524345524259
L02-641-1,Total,"Nickel, Total",<,1.3333333333333333,ug/L,ORANGE CO,1013.3313152860796,1351.1084203814394,8.434687322143499e-5
L02-641-1,Total,"Nickel, Total",<,1.3333333333333333,ug/L,RANCHO SANTA MARGARITA,171354.6686261088,228472.89150147839,0.014263084829690699
L02-641-2,Total,"Nickel, Total",<,1,ug/L,ORANGE CO,2161.9407973799575,2161.9407973799575,1.3496544288975286e-4
L02-641-2,Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,365584.9210775861,365584.9210775861,0.0228227021049088
L02-641-2,Total,"Nickel, Total",<,1,ug/L,ORANGE CO,25324.72586215625,25324.72586215625,0.001580969676038171
L02-641-2,Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,4282419.720673211,4282419.720673211,0.26734250768611256
L01-731-1 (L08TBN2),Total,"Nickel, Total",NA,2.75,ug/L,ORANGE CO,28829.92986552969,79282.30713020665,0.004949428637508237
L01-731-1 (L08TBN2),Total,"Nickel, Total",NA,2.75,ug/L,RANCHO SANTA MARGARITA,462608.04019853176,1272172.1105459624,0.07941904447148078
L02-166-3 (L02P26),Total,"Nickel, Total",<,1,ug/L,ORANGE CO,4809.278034996831,4809.278034996831,3.002331704734613e-4
L02-166-3 (L02P26),Total,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,851624.6187073421,851624.6187073421,0.053165144012707596
L02-246-1 (L11P01),Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,615615.8297142858,615615.8297142858,0.03843160886182624
L02-246-1 (L11P01),Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,600136.1279999999,600136.1279999999,0.03746524345524259
L02-641-1,Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,1013.3313152860796,1013.3313152860796,6.326015491607625e-5
L02-641-1,Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,171354.6686261088,171354.6686261088,0.010697313622268025
L02-641-2,Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,2161.9407973799575,2161.9407973799575,1.3496544288975286e-4
L02-641-2,Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,365584.9210775861,365584.9210775861,0.0228227021049088
L02-641-2,Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,25324.72586215625,25324.72586215625,0.001580969676038171
L02-641-2,Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,4282419.720673211,4282419.720673211,0.26734250768611256
L01-731-1 (L08TBN2),Dissolved,"Nickel, Total",NA,2.8,ug/L,ORANGE CO,28829.92986552969,80723.80362348314,0.0050394182490992945
L01-731-1 (L08TBN2),Dissolved,"Nickel, Total",NA,2.8,ug/L,RANCHO SANTA MARGARITA,462608.04019853176,1295302.5125558889,0.08086302709823497
L02-166-3 (L02P26),Dissolved,"Nickel, Total",<,1,ug/L,ORANGE CO,4809.278034996831,4809.278034996831,3.002331704734613e-4
L02-166-3 (L02P26),Dissolved,"Nickel, Total",<,1,ug/L,RANCHO SANTA MARGARITA,851624.6187073421,851624.6187073421,0.053165144012707596
J01-10004-1 (J01P01),Dissolved,"Nickel, Total",<,1.6,ug/L,LAKE FOREST,987247.432440811,1579595.8919052975,0.09861086825143285
L04-672-1,Dissolved,"Nickel, Total",<,3.9,ug/L,MISSION VIEJO,2251802.3628672,8782029.215182079,0.5482437187615035
J01-9224-2 (J01P25),Dissolved,"Nickel, Total",<,3.85,ug/L,ALISO VIEJO,31988.268700029792,123154.8344951147,0.007688298773856823
J01-9224-2 (J01P25),Dissolved,"Nickel, Total",<,3.85,ug/L,LAGUNA NIGUEL,1920565.3226501578,7394176.492203108,0.46160297556927143
L03-662-3 (L03P16),Total,"Nickel, Total",<,2,ug/L,MISSION VIEJO,728306.7412500001,1456613.4825000002,0.09093333361535479
L03-662-3 (L03P16),Dissolved,"Nickel, Total",<,1.9,ug/L,MISSION VIEJO,728306.7412500001,1383782.808375,0.08638666693458703
J01-9273-1 (J01ASVM),Total,"Nickel, Total",NA,86,ug/L,NA,NA,NA,NA
J01-9273-1 (J01ASVM),Dissolved,"Nickel, Total",NA,87,ug/L,NA,NA,NA,NA
L02-641-1,Total,"Nickel, Total",NA,1.3333333333333333,ug/L,ORANGE CO,1013.3313152860796,1351.1084203814394,8.434687322143499e-5
L02-641-1,Total,"Nickel, Total",NA,1.3333333333333333,ug/L,RANCHO SANTA MARGARITA,171354.6686261088,228472.89150147839,0.014263084829690699
L05-503-1,Dissolved,"Nickel, Total",<,1.6,ug/L,SAN JUAN CAPISTRANO,2562235.46784,4099576.748544,0.25592800330069915
I01-11010-1,Total,"Nickel, Total",NA,1.85,ug/L,LAGUNA BEACH,1485518.4000000001,2748209.0400000005,0.17156494326150376
I01-11010-1,Dissolved,"Nickel, Total",NA,1.75,ug/L,LAGUNA BEACH,1485518.4000000001,2599657.2,0.1622911625446657
J01-9082-2,Dissolved,"Nickel, Total",NA,1.3333333333333333,ug/L,ALISO VIEJO,663258.1110407821,884344.148054376,0.055207755806156535
J01-9082-2,Dissolved,"Nickel, Total",NA,1.3333333333333333,ug/L,ORANGE CO,14591.35464843927,19455.13953125236,0.0012145436759875986
J01-9007-1 (J02P05),Total,"Nickel, Total",<,6.933333333333334,ug/L,ALISO VIEJO,480980.7288160326,3334799.7197911595,0.20818457271156085
J01-9007-1 (J02P05),Total,"Nickel, Total",<,6.933333333333334,ug/L,ORANGE CO,8845.065025712363,61325.78417827239,0.0038284404606326915
J01-9007-1 (J02P05),Dissolved,"Nickel, Total",<,6.633333333333334,ug/L,ALISO VIEJO,480980.7288160326,3190505.5011463496,0.19917658639231062
J01-9007-1 (J02P05),Dissolved,"Nickel, Total",<,6.633333333333334,ug/L,ORANGE CO,8845.065025712363,58672.26467055868,0.0036627867868553148
J01-9377-1,Total,"Selenium, Total",NA,0.54,ug/L,LAKE FOREST,193643.67839086507,104567.58633106714,0.006527935740973303
J01-9377-1,Total,"Selenium, Total",NA,0.54,ug/L,MISSION VIEJO,3801.919024571975,2053.036273268867,1.281667611926574e-4
J01-10004-1 (J01P01),Total,"Selenium, Total",NA,2.7,ug/L,LAKE FOREST,987247.432440811,2665568.0675901896,0.16640584017429297
J01-9377-1,Dissolved,"Selenium, Total",NA,0.53,ug/L,LAKE FOREST,193643.67839086507,102631.1495471585,0.00640704804206639
J01-9377-1,Dissolved,"Selenium, Total",NA,0.53,ug/L,MISSION VIEJO,3801.919024571975,2015.0170830231468,1.257933026520526e-4
J01-10004-1 (J01P01),Dissolved,"Selenium, Total",NA,2.75,ug/L,LAKE FOREST,987247.432440811,2714930.43921223,0.1694874298071502
L04-266-5,Total,"Selenium, Total",NA,4.65,ug/L,MISSION VIEJO,6892314.547799999,32049262.647269998,2.0007684450568246
L04-672-1,Total,"Selenium, Total",NA,11.65,ug/L,MISSION VIEJO,2251802.3628672,26233497.527402878,1.637702390659363
I01-11343-2 (I02P18),Total,"Selenium, Total",NA,1.21,ug/L,LAGUNA WOODS,45186.8173673994,54676.049014553275,0.0034133114004111674
L04-672-1,Dissolved,"Selenium, Total",NA,10.8,ug/L,MISSION VIEJO,2251802.3628672,24319465.51896576,1.518213375031856
L04-266-5,Dissolved,"Selenium, Total",NA,4.65,ug/L,MISSION VIEJO,6892314.547799999,32049262.647269998,2.0007684450568246
I01-11343-2 (I02P18),Dissolved,"Selenium, Total",NA,1.095,ug/L,LAGUNA WOODS,45186.8173673994,49479.565017302346,0.00308890577144647
L03-662-3 (L03P16),Total,"Selenium, Total",NA,0.8400000000000001,ug/L,MISSION VIEJO,728306.7412500001,611777.6626500001,0.03819200011844901
L03-214-2 (L03P18),Total,"Selenium, Total",NA,56.5,ug/L,MISSION VIEJO,9795374.37498252,553438652.1865124,34.550017694833755
L03-214-2 (L03P18),Total,"Selenium, Total",NA,56.5,ug/L,RANCHO SANTA MARGARITA,466591.0148327202,26362392.338048693,1.6457490241407635
L03-316-3 (L03P12),Total,"Selenium, Total",NA,67,ug/L,MISSION VIEJO,7413529.826236038,496706498.3578145,31.008347970640052
L03-662-3 (L03P16),Dissolved,"Selenium, Total",NA,0.83,ug/L,MISSION VIEJO,728306.7412500001,604494.5952375,0.03773733345037223
