"","Jurisdiction","Inspected","ObsWeather","FacilityID","AvgDischarge","ObsRecordDate","FlowContribution","FlowCondition","PersistentFlow","FlowConnectivity","IDIC","Priority","PrioritizationScore2022","Conductivity","FloatDischargeCFS","VolumeDischargeCFS","LastDischargeTrend","ScourWaterCondition","DissWaterCondition","Comments","TrashCondition","TrashLocation","SampleDry","SampleWet","OCFSLocation","MaintenanceIssue","PointY","PointX"
"618","Mission Viejo","Verified",1,"L03-316-2",0.023061,2023-06-26,,"Flowing","Yes","Direct Connection",,"Priority",34,,,,"20% Or More Above Average Discharge","Not present","Not present","Path on steep slope down to creek is overgrown with mustard and thistle.",,,,,,"Overgrown",33.59093104,-117.65945745
"619","Mission Viejo","Verified",1,"L03-316-2",0.023061,2023-07-13,"Small Fraction (<10%)","Flowing","Yes","Partial - Significant Distance","Elevated discharge","Priority",34,2890,0.001718,0.004,"20% Or More Above Average Discharge","Not present","Not present","Floating leaf before elevated discharge.  At 10:44, elevated grey, cloudy discharge.  Volumetric taken on elevated flow.","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.59093104,-117.65945745
"620","Mission Viejo","Verified",1,"L03-316-2",0.023061,2023-09-26,,"Flowing","Yes",,"Other - see comments","Priority",34,2810,0.174138,0.008,"20% Or More Above Average Discharge","Not present","Not present","Volumetric flow: 1.2L/5 seconds; milky white water, very light","Not Present (0 Items)",,,,,"None",33.59093104,-117.65945745
"621","San Clemente","Verified",1,"SM01-086-2",0.02,2023-05-23,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Not present","Could not access outfall due to vegetation blockage pictures taken from road",,,,,,"Overgrown",33.45608122,-117.57327078
"622","San Clemente","Verified",1,"SM01-086-2",0.02,2023-08-01,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Brown ""tea"" tint","Appeared to be flowing but outfall was inaccessible due to deep ponded water","Sparse (<10 Items)","In flow path of outfall",,,,,33.45608122,-117.57327078
"623","Aliso Viejo","Verified",1,"I01-11216-2 (I02P12)",,2023-09-26,,"Pooled or Ponded","Yes","Direct Connection","None","Not A Priority",,,,,,"Brown ""tea"" tint","Brown ""tea"" tint",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.59875002,-117.74720171
"624","Aliso Viejo","Verified",1,"I01-11216-2 (I02P12)",,2023-07-20,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,,,,,"Brown ""tea"" tint","Brown ""tea"" tint","Unable to obtain conductivity measurement due to heavy vegetation.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.59875002,-117.74720171
"625","Laguna Beach","Verified",1,"LC04-11199-1",,2023-07-06,,,"Unknown",,,,,,,,,"Not present","Not present","Inaccessible; outfall site is surrounded by private gated community on all sides",,,,,,,33.516715,-117.761276
"626","Laguna Niguel","Verified",1,"L03-455-6",0,2023-06-29,"Small Fraction (<10%)","Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"None",33.54323122,-117.67485686
"627","Laguna Niguel","Verified",1,"L03-455-6",0,2023-08-31,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"None",33.54323122,-117.67485686
"628","San Clemente","Verified",1,"M02-052-4",0.041791,2023-06-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",47,6162,0.013333,,"Below Average Discharge","Not present","Not present",,"Abundant (>50 Items)","Within area surrounding outfall",,,,,33.45128562,-117.60972256
"629","Laguna Beach","Verified",1,"LC01-11446-1",0.014692,2023-06-07,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","Trash","Not A Priority",,,0.00074,,"Below Average Discharge","Yellow tint","Not present","Sheet flow","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.5540555,-117.81591322
"630","Laguna Beach","Verified",1,"LC01-11446-1",0.014692,2023-09-06,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","Trash","Not A Priority",,,0.00096,,"Below Average Discharge","Yellow tint","Not present","Sheet flow","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.5540555,-117.81591322
"631","Dana Point","Verified",1,"SC11-035-1d",0,2023-05-25,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Not present","Outfall pipe is completely buried.",,,,,,"Other - See Comments",33.45964061,-117.67567227
"632","Dana Point","Verified",1,"SC11-035-1d",0,2023-08-03,,"Dry","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Not present","Outfall completely buried.",,,,,,,33.45964061,-117.67567227
"633","Lake Forest","Verified",1,"J01-9377-1",0.001816,2023-04-26,,"Dry","Unknown",,,"Priority",22,,,,"20% Or More Above Average Discharge","Not present","Not present","evidence of recent flows, wet pipe",,,"Yes",,,,33.65809197,-117.65776843
"634","Lake Forest","Verified",1,"J01-9377-1",0.001816,2023-08-29,"Small Fraction (<10%)","Pooled or Ponded","Unknown","Direct Connection",,"Priority",22,,,,"20% Or More Above Average Discharge","Brown ""tea"" tint","Not present",,"Moderate (11-50 Items)","In flow path of outfall","Yes",,,,33.65809197,-117.65776843
"635","Lake Forest","Verified",1,"J01-9377-1",0.001816,2023-05-16,"Small Fraction (<10%)","Flowing","Unknown","Direct Connection","None","Priority",22,540,0.002348,,"20% Or More Above Average Discharge","Brown ""tea"" tint","Not present","Increased flow at 0814","Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"None",33.65809197,-117.65776843
"636","San Juan Capistrano","Verified",1,"L03-497-1",0,2023-08-30,,,"Unknown","Partial - Significant Distance",,"Not A Priority",,,,,"Equal","Not present","Brown ""tea"" tint","Park at the end of Camino de los padres and take the trail to the right that you can see on google maps. Follow trail all the way until you see your second left opening.","Moderate (11-50 Items)","Within area surrounding outfall",,,,"Sediment",33.52652029,-117.67941979
"637","San Juan Capistrano","Verified",1,"L03-497-1",0,2023-06-28,,,"Unknown",,,"Not A Priority",,,,,"Equal","Brown ""tea"" tint","Brown ""tea"" tint","No flow, ponded","Sparse (<10 Items)","In flow path of outfall",,,,,33.52652029,-117.67941979
"638","Aliso Viejo","Verified",1,"J01-10017-1 (J01TBN4)",0.016909,2023-09-27,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",43,26439,0.046667,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"Sediment",33.57090835,-117.71707369
"639","Aliso Viejo","Verified",1,"J01-10017-1 (J01TBN4)",0.016909,2023-07-19,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",43,7856,0.008309,0.003,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.57090835,-117.71707369
"640","Aliso Viejo","Verified",1,"J01-10017-1 (J01TBN4)",0.016909,2023-04-26,,"Flowing","Yes",,,"Priority",43,,,0.001,"20% Or More Above Average Discharge","Not present","Not present",,,,,,,,33.57090835,-117.71707369
"641","San Clemente","Verified",1,"SC06-146-2 (M00P02)",0.055256,2023-05-24,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry","Oil sheen","Not A Priority",,9918,0.042038,,"Below Average Discharge","Not present","Not present","outfall is flowing upstream, but down stream it is ponded. no connection to receiving water. measurements taken downstream, not from the actual disippator","Abundant (>50 Items)","In flow path of outfall",,,,"Graffiti",33.41781803,-117.61789102
"642","San Clemente","Verified",1,"SC06-146-2 (M00P02)",0.055256,2023-08-02,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","We were unable to get above or below the dissipator so we were unable to test flow rate","Abundant (>50 Items)","Within area surrounding outfall",,,,,33.41781803,-117.61789102
"643","Laguna Beach","Verified",1,"LC02-11508-2",0.023365,2023-07-06,"Small Fraction (<10%)","Flowing","Yes","Partial - Significant Distance","None","Not A Priority",,6498,0.040134,,"Below Average Discharge","Not present","Not present","Temp: 68.5°F; RW is ocean","Not Present (0 Items)",,,,,"None",33.54553581,-117.79532189
"644","Laguna Beach","Verified",1,"LC02-11508-2",0.023365,2023-08-14,,"Flowing","Yes",,"None","Not A Priority",,5950,0.017333,,"Below Average Discharge","Not present","Not present","Volumetric: 1L in 3.88 seconds (95-100% of flow captured)","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.54553581,-117.79532189
"645","San Juan Capistrano","Verified",1,"L02-502-5",0,2023-06-29,"Small Fraction (<10%)","Flowing","Unknown","Direct Connection","None","Not A Priority",,1268,,0.004,"Equal","Not present","Not present",".15L/1.5 sec","Moderate (11-50 Items)","In flow path of outfall",,,,"Graffiti",33.52713039,-117.66989996
"646","San Juan Capistrano","Verified",1,"L02-502-5",0,2023-08-31,"Small Fraction (<10%)","Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"Graffiti",33.52713039,-117.66989996
"647","Mission Viejo","Verified",1,"J07-9109-1",0.008731,2023-07-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",34,1228,,,"Below Average Discharge","Brown ""tea"" tint","Not present","Sediment depth is 0.12. Center flow depth is 0.09. Right flow depth is 0.05. Left flow depth is 0.08.","Not Present (0 Items)",,,,,"None",33.63979501,-117.65919338
"648","Mission Viejo","Verified",1,"J07-9109-1",0.008731,2023-09-26,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",34,1570,,0,"Below Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint","Too shallow for floating leaf estimate. Volumetric performed.","Not Present (0 Items)",,,,,"None",33.63979501,-117.65919338
"649","San Juan Capistrano","Verified",1,"L02-571-3",0.000607,2023-06-06,,"Pooled or Ponded","Yes","Direct Connection",,"Priority",26,,,,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.49529812,-117.66580017
"650","San Juan Capistrano","Verified",1,"L02-571-3",0.000607,2023-08-08,"Small Fraction (<10%)","Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Priority",26,6500,,,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,,,"Sediment",33.49529812,-117.66580017
"651","Laguna Beach","Verified",1,"I01-11023-5",0,2023-09-20,,"Dry","Unknown",,"None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.55124303,-117.77826688
"652","Laguna Beach","Verified",1,"I01-11023-5",0,2023-07-07,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","Trash","Not A Priority",,,,,"Equal","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,,,"Sediment",33.55124303,-117.77826688
"653","Rancho Santa Margarita","Verified",1,"L01-218-2",0.020075,2023-06-13,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",61,3570,,0.002,"Below Average Discharge","Not present","Not present","Fence completely bent down and flattened rocks around outfall eroding and falling","Sparse (<10 Items)","Within area surrounding outfall",,,,"Damaged",33.63335256,-117.5643856
"654","Rancho Santa Margarita","Verified",1,"L01-218-2",0.020075,2023-08-10,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",61,4450,0.01008,,"Below Average Discharge","Not present","Not present","Mud, sediment, golf balls. Chain link fence surrounding outfall collapsed. Temp: 25°C","Moderate (11-50 Items)","Within area surrounding outfall",,,,"Sediment",33.63335256,-117.5643856
"655","San Juan Capistrano","Verified",1,"L01-766-3",0.00798,2023-08-08,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",9,24040,,,"Above Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,"None",33.48601029,-117.67028871
"656","San Juan Capistrano","Verified",1,"L01-766-3",0.00798,2023-06-06,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",9,4979,,0.001,"Above Average Discharge","Not present","Not present","40 oz/ 30 sec.","Abundant (>50 Items)","Within area surrounding outfall",,,,"Graffiti",33.48601029,-117.67028871
"657","Mission Viejo","Verified",1,"L02-366-1 (MVL02P14)",0.039306,2023-09-26,,"Flowing","Yes","Undetermined",,"Not A Priority",,1952,0.165,0.004,"20% Or More Above Average Discharge","Surface scum","Odor","Mud and stench inside dissipator.  Measurements collected from notch.  Extremely noxious gases from dissipator.","Abundant (>50 Items)","Within area surrounding outfall",,,,"Sediment",33.57029493,-117.65103598
"658","Mission Viejo","Verified",1,"L02-366-1 (MVL02P14)",0.039306,2023-06-28,,"Flowing","Yes","Undetermined","None","Not A Priority",,1547,0.0728,0.01,"20% Or More Above Average Discharge","Not present","Odor","Roughly 1.5s in 3ft","Sparse (<10 Items)","In flow path of outfall",,,,"Graffiti",33.57029493,-117.65103598
"659","Laguna Beach","Verified",1,"I01-11065-1",0,2023-09-20,,"Dry","Unknown",,"None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"Graffiti",33.55771802,-117.77314078
"660","Laguna Beach","Verified",1,"I01-11065-1",0,2023-07-07,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.55771802,-117.77314078
"661","Rancho Santa Margarita","Verified",1,"L01-125-3",0.034201,2023-06-13,,"Pooled or Ponded","Unknown","Direct Connection",,"Priority",65,,,,"20% Or More Above Average Discharge","Not present","Green tint","Very hard to access due to overgrown vegetation","Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.65525437,-117.56421057
"662","Rancho Santa Margarita","Verified",1,"L01-125-3",0.034201,2023-08-10,,"Other - See Comments","Unknown",,,"Priority",65,,,,"20% Or More Above Average Discharge","Not present","Not present","Inaccessible due to overgrown vegetation in deep canyon",,,,,,"Overgrown",33.65525437,-117.56421057
"663","Laguna Beach","Verified",1,"LC06-11509-2",0.045629,2023-08-14,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Not A Priority",,3520,,0.007,"20% Or More Above Average Discharge","Not present","Not present","Connected to ocean. Volumetric: 1.25L in 7.70 seconds (80% of flow captured).","Not Present (0 Items)",,,,,"None",33.54345981,-117.79078802
"664","Laguna Beach","Verified",1,"LC06-11509-2",0.045629,2023-07-06,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","Other - see comments","Not A Priority",,4244,0.257143,,"20% Or More Above Average Discharge","Not present","Not present","71.9 degrees F; outfall began flowing severely during site visit with possible evidence of surfactant/detergent","Not Present (0 Items)",,,,,,33.54345981,-117.79078802
"665","San Juan Capistrano","Verified",1,"L01-766-5",0,2023-06-05,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present","outfall is covered by steel manhole. dampness from previous discharge. slope too steep to reach outfall directly. had to walk down to a gentler slope, then backtrack.","Abundant (>50 Items)","Within area surrounding outfall",,,,"Other - See Comments",33.48754274,-117.66679527
"666","San Juan Capistrano","Verified",1,"L01-766-5",0,2023-08-07,,"Dry","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Not present","Signs of recent flow.","Sparse (<10 Items)",,,,,,33.48754274,-117.66679527
"667","Laguna Niguel","Removed From Inventory",2,"K01-12156-4",1.12108,2022-11-08,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,319,,,"20% Or More Above Average Discharge","Not present","Not present","Turb: 125, no flow readings taken","Not Present (0 Items)","Within area surrounding outfall",,,,"None",33.50593908,-117.70748656
"668","Laguna Niguel","Removed From Inventory",2,"K01-12156-4",1.12108,2022-11-09,,"Flowing","Yes","Direct Connection",,"Not A Priority",,1747,3.6,,"20% Or More Above Average Discharge","Not present","Not present","Turb is 11.9 NTU","Not Present (0 Items)",,,,,,33.50593908,-117.70748656
"669","Laguna Niguel","Removed From Inventory",1,"K01-12156-4",1.12108,2023-08-10,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,4076,3.873469,,"20% Or More Above Average Discharge","Not present","Not present","0.1 0.07 0.05","Not Present (0 Items)",,,,,"None",33.50593908,-117.70748656
"670","Orange Co","Verified",1,"L01-760-1",0.019203,2023-06-19,,"Flowing","Yes",,,"Priority",40,1582,0.025788,0.004,"20% Or More Above Average Discharge","Not present","Not present","Width edited to 0.5’ from 5.5. Depth edited to 0.03 from 0.28. Volume 1450mL for 12.1seconds 20.6 deg C","Sparse (<10 Items)","Within area surrounding outfall",,,,,33.5654904,-117.5888937
"671","Orange Co","Verified",1,"L01-760-1",0.019203,2023-08-17,"Small Fraction (<10%)","Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Priority",40,1606,0.062857,,"20% Or More Above Average Discharge","Not present","Brown ""tea"" tint","Depth edited to 0.02 from 0.2.  Dissipator full of water - Abundant vegetation downstream and trickle flow","Not Present (0 Items)",,,,,"Sediment",33.5654904,-117.5888937
"672","Orange Co","Verified",1,"L01-760-1",0.019203,2023-06-01,,"Flowing","Yes","Undetermined","None","Priority",40,,,,"20% Or More Above Average Discharge","Not present","Brown ""tea"" tint","access to outfall extremely overgrown, but possible to get to. we do not have waders, so site will have to be revised with proper equipment. birds","Sparse (<10 Items)","In flow path of outfall",,,,"Overgrown",33.5654904,-117.5888937
"673","Laguna Niguel","Verified",1,"J01-10041-2 (J03P13)",2.4525,2023-08-28,,"Pooled or Ponded","Yes",,,"Priority",53,,,,"20% Or More Above Average Discharge","Not present","Not present","Outfall appears to be clogged with vegetation.","Moderate (11-50 Items)","In flow path of outfall",,,,"Clogged",33.55263878,-117.70882948
"674","Laguna Niguel","Verified",1,"J01-10041-2 (J03P13)",2.4525,2023-06-29,,"Pooled or Ponded","Yes","Undetermined",,"Priority",53,,,,"20% Or More Above Average Discharge","Not present","Not present","Severely overgrown, no structural damage but needs maintenance","Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.55263878,-117.70882948
"675","Lake Forest","Verified",1,"J01-9046-2",0.099449,2022-11-04,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","Storm set up","Abundant (>50 Items)","In flow path of outfall",,"Yes",,,33.65446074,-117.65968666
"676","Lake Forest","Verified",1,"J01-9046-2",0.099449,2023-04-25,,"Dry","Unknown",,,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","Evidence of old flow, wet pipe",,,,"Yes",,,33.65446074,-117.65968666
"677","Lake Forest","Verified",1,"J01-9046-2",0.099449,2023-08-29,"Small Fraction (<10%)","Pooled or Ponded","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,"Yes",,,33.65446074,-117.65968666
"678","Lake Forest","Verified",1,"J01-9046-2",0.099449,2023-05-16,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,0.001,"Below Average Discharge","Not present","Not present","Wet pipe with no flow","Not Present (0 Items)",,,"Yes",,"None",33.65446074,-117.65968666
"679","Lake Forest","Verified",2,"J01-9046-2",0.099449,2022-11-08,"Small Fraction (<10%)","Flowing","Unknown","Direct Connection",,"Not A Priority",,665,0.008,,"Below Average Discharge","Not present","Not present","Turb is 11.4 NTU","Moderate (11-50 Items)","In flow path of outfall",,"Yes",,,33.65446074,-117.65968666
"680","Lake Forest","Verified",2,"J01-9046-2",0.099449,2022-11-08,"Small Fraction (<10%)","Flowing","Unknown","Direct Connection","None","Not A Priority",,83,,,"Below Average Discharge","Not present","Not present","Turb is 24.4 NTU","Sparse (<10 Items)","In flow path of outfall",,"Yes",,"None",33.65446074,-117.65968666
"681","Orange Co","Verified",1,"L01-760-2",0.075871,2023-08-17,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",45,2152,0.087273,,"Above Average Discharge","Not present","Surface scum",,"Moderate (11-50 Items)","Within area surrounding outfall",,,1,"None",33.56826629,-117.58762624
"682","Orange Co","Verified",1,"L01-760-2",0.075871,2023-06-01,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",45,2268,0.126266,,"Above Average Discharge","Not present","Clear","dissipator shallow, area around outfall recently landscaped/cleared. access through playground.","Abundant (>50 Items)","In flow path of outfall",,,1,,33.56826629,-117.58762624
"683","Dana Point","Verified",1,"L01-726-2",0,2023-06-06,"Small Fraction (<10%)","Other - See Comments","Unknown","Direct Connection","None","Not A Priority",,0,,,"Equal","Not present","Odor","recent flow but no longer flowing. vegetation and trash within outfall. not enough water for conductivity","Sparse (<10 Items)","In flow path of outfall",,,,"None",33.47487148,-117.67951556
"684","Dana Point","Verified",1,"L01-726-2",0,2023-08-08,"Small Fraction (<10%)","Flowing","Unknown","Partial - Significant Distance","None","Not A Priority",,26620,,,"Equal","Not present","Not present","Not enough flow for depthmeasurements","Moderate (11-50 Items)","In flow path of outfall",,,,"None",33.47487148,-117.67951556
"685","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-05-16,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",85,1964,0.2625,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.63341124,-117.67690046
"686","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-08-08,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",85,2795,0.155063,,"Below Average Discharge","Not present","Not present","Yellow tinted water","Moderate (11-50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.63341124,-117.67690046
"687","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-07-18,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",85,2668,0.204187,,"Below Average Discharge","Not present","Not present","Yellow tinted water","Moderate (11-50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.63341124,-117.67690046
"688","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-08-01,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",85,,0.159079,,"Below Average Discharge","Not present","Not present",,"Abundant (>50 Items)","Within area surrounding outfall","Yes",,,"Graffiti",33.63341124,-117.67690046
"689","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-07-25,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",85,2035,0.299671,,"Below Average Discharge","Not present","Not present","Yellow tinted water","Moderate (11-50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.63341124,-117.67690046
"690","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-04-25,,"Flowing","Yes",,,"Priority",85,,1.189286,0.032,"Below Average Discharge","Not present","Not present","Edited 0.91 to 5.46",,,"Yes",,,,33.63341124,-117.67690046
"691","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-02-16,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",85,2170,0.1323,,"Below Average Discharge","Green tint","Clear","Could not measure flow discharge","Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.63341124,-117.67690046
"692","Lake Forest","Verified",1,"J01-10004-1 (J01P01)",0.317684,2023-07-11,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",85,2017,0.227914,,"Below Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall","Yes",,,"None",33.63341124,-117.67690046
"693","Dana Point","Verified",1,"L01-726-5",0.015596,2023-06-21,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",29,3896,0.03,0.012,"20% Or More Above Average Discharge","Not present","Not present","Scooted away algae for floating leaf measurement","Sparse (<10 Items)","In flow path of outfall","Yes",,,,33.47582393,-117.67931964
"694","Dana Point","Verified",1,"L01-726-5",0.015596,2023-08-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",29,3616,0.052077,0.016,"20% Or More Above Average Discharge","Clear","Not present","Flies, spiders, frog","Not Present (0 Items)",,"Yes",,,,33.47582393,-117.67931964
"695","San Clemente","Verified",1,"M02-032-1",0.245958,2023-08-30,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",70,3027,0.211511,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"Graffiti",33.45754739,-117.6008317
"696","San Clemente","Verified",1,"M02-032-1",0.245958,2023-06-15,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",70,2699,0.164718,,"Below Average Discharge","No ponding","No ponding","Needs trash removal","Abundant (>50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.45754739,-117.6008317
"697","San Clemente","Verified",1,"M02-032-1",0.245958,2023-02-09,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",70,7307,0.528866,,"Below Average Discharge","Not present","Yellow tint","Turbidity: 1.53","Not Present (0 Items)",,"Yes",,,"Graffiti",33.45754739,-117.6008317
"698","Dana Point","Verified",1,"L01-728-3 (L01S02)",0.426948,2023-09-06,,"Flowing","Yes","Direct Connection","None","Not A Priority",,8854,0.184615,,"Below Average Discharge","Not present","Not present","Temp = 26 degrees C;","Not Present (0 Items)",,,,1,"None",33.46552248,-117.68214132
"699","Dana Point","Verified",1,"L01-728-3 (L01S02)",0.426948,2023-05-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Not A Priority",,10659,0.457516,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,1,,33.46552248,-117.68214132
"700","San Juan Capistrano","Verified",1,"L01-766-7",0.000859,2023-06-05,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present","sheet flow. unable to measure due to shallowness. creek is flowing","Abundant (>50 Items)","Within area surrounding outfall",,,,"None",33.49229639,-117.66318298
"701","San Juan Capistrano","Verified",1,"L01-766-7",0.000859,2023-08-07,,"Flowing","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)",,,,,,33.49229639,-117.66318298
"702","Dana Point","Verified",1,"DP01-12022-1",0.055382,2023-09-08,,"Other - See Comments","Unknown","Direct Connection","None",,,,,,"Below Average Discharge","Not present","Not present","Evidence of flow coming from outfall but unable to collect measurements due to outfall being blocked/covered by concrete cover","Not Present (0 Items)",,,,,"Other - See Comments",33.464085,-117.71479
"703","Dana Point","Verified",1,"DP01-12022-1",0.055382,2023-06-15,,"Flowing","Unknown","Direct Connection","Other - see comments",,,2250,,,"Below Average Discharge","Not present","Not present","Bunch of rocks in front of outfall blocking it.","Not Present (0 Items)",,,,,"Clogged",33.464085,-117.71479
"704","Laguna Woods","Verified",1,"I01-11343-1",0,2023-05-18,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Not present","Brown ""tea"" tint",,"Not Present (0 Items)",,"Yes",,,,33.61120531,-117.75523831
"705","Laguna Woods","Verified",1,"I01-11343-1",0,2023-08-03,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Not present","Brown ""tea"" tint","Lake backed up in dissipator","Sparse (<10 Items)","Within area surrounding outfall","Yes",,,,33.61120531,-117.75523831
