Time,L04_672_1,L04_672_1
9/21/2023 2:10,0.015,0.012
9/21/2023 2:15,0.015,0.013
9/21/2023 2:20,0.009,0.004
9/21/2023 2:25,0.01,0.006
9/21/2023 2:30,0.015,0.013
9/21/2023 2:35,0.012,0.008
9/21/2023 2:40,0.004,0.001
9/21/2023 2:45,0.006,0.002
9/21/2023 2:50,0.002,0
9/21/2023 2:55,0.009,0.004
9/21/2023 3:05,0.005,0.001
9/21/2023 3:10,0.001,0
9/21/2023 3:15,0.003,0
9/21/2023 3:20,0.003,0
9/21/2023 3:25,0.004,0.001
9/21/2023 3:30,0.003,0
9/21/2023 3:35,0.004,0.001
9/21/2023 3:40,0.005,0.001
9/21/2023 3:45,0.003,0
9/21/2023 3:50,0.01,0.005
9/21/2023 3:55,0.006,0.001
9/21/2023 4:00,0.004,0.001
9/21/2023 4:05,0.007,0.002
9/21/2023 4:10,0.008,0.003
9/21/2023 4:15,0.006,0.002
9/21/2023 4:20,0.009,0.004
9/21/2023 4:25,0.02,0.023
9/21/2023 4:30,0.014,0.011
9/21/2023 4:35,0.009,0.004
9/21/2023 4:40,0.008,0.003
9/21/2023 4:45,0.006,0.001
9/21/2023 4:50,0.017,0.016
9/21/2023 4:55,0.018,0.018
9/21/2023 5:00,0.019,0.02
9/21/2023 5:05,0.016,0.014
9/21/2023 5:10,0.02,0.023
9/21/2023 5:15,0.016,0.015
9/21/2023 5:20,0.013,0.009
9/21/2023 5:25,0.008,0.003
9/21/2023 5:30,0.01,0.005
9/21/2023 5:35,0.013,0.009
9/21/2023 5:40,0.012,0.007
9/21/2023 5:45,0.014,0.011
9/21/2023 5:50,0.008,0.003
9/21/2023 5:55,0.009,0.004
9/21/2023 6:05,0.011,0.006
9/21/2023 6:10,0.012,0.008
9/21/2023 6:15,0.011,0.006
9/21/2023 6:20,0.008,0.003
9/21/2023 6:25,0.017,0.016
9/21/2023 6:30,0.014,0.011
9/21/2023 6:35,0.023,0.033
9/21/2023 6:40,0.019,0.02
9/21/2023 6:45,0.014,0.01
9/21/2023 6:50,0.013,0.01
9/21/2023 6:55,0.012,0.007
9/21/2023 7:00,0.012,0.008
9/21/2023 7:05,0.016,0.014
9/21/2023 7:10,0.016,0.015
9/21/2023 7:15,0.014,0.011
9/21/2023 7:20,0.017,0.016
9/21/2023 7:25,0.017,0.016
9/21/2023 7:30,0.017,0.016
9/21/2023 7:35,0.018,0.018
9/21/2023 7:40,0.019,0.02
9/21/2023 7:45,0.015,0.013
9/21/2023 7:50,0.017,0.016
9/21/2023 7:55,0.017,0.017
9/21/2023 8:00,0.022,0.028
9/21/2023 8:05,0.021,0.027
9/21/2023 8:10,0.019,0.022
9/21/2023 8:15,0.018,0.019
9/21/2023 8:20,0.021,0.026
9/21/2023 8:25,0.021,0.025
9/21/2023 8:30,0.026,0.042
9/21/2023 8:35,0.021,0.027
9/21/2023 8:40,0.03,0.057
9/21/2023 8:45,0.03,0.057
9/21/2023 8:50,0.023,0.033
9/21/2023 8:55,0.024,0.034
9/21/2023 9:05,0.021,0.026
9/21/2023 9:10,0.026,0.04
9/21/2023 9:15,0.024,0.034
9/21/2023 9:20,0.029,0.051
9/21/2023 9:25,0.031,0.06
9/21/2023 9:30,0.029,0.053
9/21/2023 9:35,0.024,0.035
9/21/2023 9:40,0.024,0.036
9/21/2023 9:45,0.026,0.042
9/21/2023 9:50,0.026,0.042
9/21/2023 9:55,0.03,0.056
9/21/2023 10:00,0.028,0.049
9/21/2023 10:05,0.026,0.042
9/21/2023 10:10,0.026,0.04
9/21/2023 10:15,0.028,0.048
9/21/2023 10:20,0.031,0.059
9/21/2023 10:25,0.032,0.066
9/21/2023 10:30,0.032,0.064
9/21/2023 10:35,0.035,0.078
9/21/2023 10:40,0.031,0.061
9/21/2023 10:45,0.033,0.069
9/21/2023 10:50,0.041,0.111
9/21/2023 10:55,0.037,0.086
9/21/2023 11:00,0.03,0.056
9/21/2023 11:05,0.029,0.051
9/21/2023 11:10,0.024,0.034
9/21/2023 11:15,0.031,0.061
9/21/2023 11:20,0.03,0.057
9/21/2023 11:25,0.036,0.082
9/21/2023 11:30,0.031,0.061
9/21/2023 11:35,0.031,0.06
9/21/2023 11:40,0.03,0.056
9/21/2023 11:45,0.031,0.06
9/21/2023 11:50,0.033,0.069
9/21/2023 11:55,0.039,0.098
9/21/2023 12:05,0.034,0.075
9/21/2023 12:10,0.032,0.064
9/21/2023 12:15,0.039,0.1
9/21/2023 12:20,0.04,0.106
9/21/2023 12:25,0.037,0.086
9/21/2023 12:30,0.036,0.082
9/21/2023 12:35,0.037,0.086
9/21/2023 12:40,0.029,0.053
9/21/2023 12:45,0.036,0.084
9/21/2023 12:50,0.036,0.085
9/21/2023 12:55,0.036,0.084
9/21/2023 13:00,0.042,0.114
9/21/2023 13:05,0.042,0.114
9/21/2023 13:10,0.044,0.13
9/21/2023 13:15,0.044,0.128
9/21/2023 13:20,0.043,0.119
9/21/2023 13:25,0.034,0.074
9/21/2023 13:30,0.029,0.051
9/21/2023 13:35,0.035,0.077
9/21/2023 13:40,0.031,0.061
9/21/2023 13:45,0.034,0.075
9/21/2023 13:50,0.032,0.066
9/21/2023 13:55,0.029,0.053
9/21/2023 14:00,0.03,0.057
9/21/2023 14:05,0.033,0.07
9/21/2023 14:10,0.032,0.065
9/21/2023 14:15,0.026,0.042
9/21/2023 14:20,0.029,0.051
9/21/2023 14:25,0.035,0.077
9/21/2023 14:30,0.033,0.069
9/21/2023 14:35,0.033,0.07
9/21/2023 14:40,0.032,0.065
9/21/2023 14:45,0.028,0.05
9/21/2023 14:50,0.034,0.075
9/21/2023 14:55,0.034,0.074
9/21/2023 15:05,0.034,0.071
9/21/2023 15:10,0.034,0.073
9/21/2023 15:15,0.03,0.057
9/21/2023 15:20,0.031,0.061
9/21/2023 15:25,0.035,0.078
9/21/2023 15:30,0.033,0.069
9/21/2023 15:35,0.033,0.07
9/21/2023 15:40,0.031,0.059
9/21/2023 15:45,0.037,0.091
9/21/2023 15:50,0.034,0.073
9/21/2023 15:55,0.031,0.061
9/21/2023 16:00,0.032,0.064
9/21/2023 16:05,0.027,0.046
9/21/2023 16:10,0.028,0.047
9/21/2023 16:15,0.034,0.071
9/21/2023 16:20,0.035,0.078
9/21/2023 16:25,0.026,0.04
9/21/2023 16:30,0.024,0.034
9/21/2023 16:35,0.03,0.054
9/21/2023 16:40,0.028,0.049
9/21/2023 16:45,0.03,0.056
9/21/2023 16:50,0.039,0.098
9/21/2023 16:55,0.032,0.066
9/21/2023 17:00,0.024,0.034
9/21/2023 17:05,0.029,0.052
9/21/2023 17:10,0.028,0.047
9/21/2023 17:15,0.022,0.029
9/21/2023 17:20,0.028,0.05
9/21/2023 17:25,0.027,0.045
9/21/2023 17:30,0.028,0.049
9/21/2023 17:35,0.023,0.031
9/21/2023 17:40,0.024,0.035
9/21/2023 17:45,0.028,0.048
9/21/2023 17:50,0.022,0.029
9/21/2023 17:55,0.024,0.036
9/21/2023 18:05,0.027,0.046
9/21/2023 18:10,0.024,0.034
9/21/2023 18:15,0.023,0.033
9/21/2023 18:20,0.025,0.038
9/21/2023 18:25,0.02,0.023
9/21/2023 18:30,0.015,0.013
9/21/2023 18:35,0.019,0.021
9/21/2023 18:40,0.021,0.026
9/21/2023 18:45,0.018,0.019
9/21/2023 18:50,0.022,0.028
9/21/2023 18:55,0.022,0.028
9/21/2023 19:00,0.021,0.025
9/21/2023 19:05,0.019,0.022
9/21/2023 19:10,0.024,0.034
9/21/2023 19:15,0.021,0.026
9/21/2023 19:20,0.016,0.014
9/21/2023 19:25,0.008,0.003
9/21/2023 19:30,0.017,0.016
9/21/2023 19:35,0.024,0.035
9/21/2023 19:40,0.024,0.035
9/21/2023 19:45,0.017,0.016
9/21/2023 19:50,0.017,0.016
9/21/2023 19:55,0.013,0.009
9/21/2023 20:00,0.003,0
9/21/2023 20:05,0.017,0.016
9/21/2023 20:10,0.021,0.027
9/21/2023 20:15,0.026,0.042
9/21/2023 20:20,0.019,0.021
9/21/2023 20:25,0.012,0.007
9/21/2023 20:30,0.011,0.007
9/21/2023 20:35,0.004,0.001
9/21/2023 20:40,0.013,0.009
9/21/2023 20:45,0.013,0.01
9/21/2023 20:50,0.012,0.007
9/21/2023 20:55,0.008,0.003
9/21/2023 21:05,0.004,0.001
9/21/2023 21:10,0.005,0.001
9/21/2023 21:15,0.005,0.001
9/21/2023 21:20,0.01,0.005
9/21/2023 21:25,0.003,0
9/21/2023 21:30,0.008,0.003
9/21/2023 21:35,0.004,0.001
9/21/2023 21:40,0.001,0
9/21/2023 21:45,0.001,0
9/21/2023 21:50,0,0
9/21/2023 21:55,0.002,0
9/21/2023 22:00,-0.001,0
9/21/2023 22:05,0.002,0
9/21/2023 22:10,0.015,0.012
9/21/2023 22:15,0.015,0.012
9/21/2023 22:20,0.012,0.007
9/21/2023 22:25,0.007,0.002
9/21/2023 22:30,0.006,0.002
9/21/2023 22:35,0.005,0.001
9/21/2023 22:40,0.003,0
9/21/2023 22:45,0.004,0.001
9/21/2023 22:50,0.002,0
9/21/2023 22:55,-0.006,0
9/21/2023 23:00,0.001,0
9/21/2023 23:05,-4.39,0
9/21/2023 23:10,-0.004,0
9/21/2023 23:15,0.001,0
9/21/2023 23:20,-0.003,0
9/21/2023 23:25,-0.001,0
9/21/2023 23:30,0.002,0
9/21/2023 23:35,-0.006,0
9/21/2023 23:40,-0.004,0
9/21/2023 23:45,-0.003,0
9/21/2023 23:50,0,0
9/21/2023 23:55,-0.001,0
9/22/2023 0:05,0.001,0
9/22/2023 0:10,-0.003,0
9/22/2023 0:15,-0.004,0
9/22/2023 0:20,-0.006,0
9/22/2023 0:25,0.006,0.002
9/22/2023 0:30,0.005,0.001
9/22/2023 0:35,0.004,0.001
9/22/2023 0:40,-0.002,0
9/22/2023 0:45,-0.001,0
9/22/2023 0:50,-0.002,0
9/22/2023 0:55,-0.001,0
9/22/2023 1:00,-0.002,0
9/22/2023 1:05,-0.006,0
9/22/2023 1:10,-0.003,0
9/22/2023 1:15,-0.007,0
9/22/2023 1:20,-0.004,0
9/22/2023 1:25,-0.01,0
9/22/2023 1:30,-0.007,0
9/22/2023 1:35,-0.003,0
9/22/2023 1:40,0.004,0.001
9/22/2023 1:45,0.006,0.001
9/22/2023 1:50,0,0
9/22/2023 1:55,0.003,0
9/22/2023 2:00,-0.001,0
9/22/2023 2:05,0.001,0
9/22/2023 2:10,0.007,0.002
9/22/2023 2:15,0.009,0.004
9/22/2023 2:20,-0.001,0
9/22/2023 2:25,0.003,0
9/22/2023 2:30,0.021,0.027
9/22/2023 2:35,0.016,0.014
9/22/2023 2:40,0.004,0.001
9/22/2023 2:45,0.005,0.001
9/22/2023 2:50,0.003,0
9/22/2023 2:55,-0.003,0
9/22/2023 3:05,0.006,0.002
9/22/2023 3:10,-0.004,0
9/22/2023 3:15,0,0
9/22/2023 3:20,0.003,0
9/22/2023 3:25,-0.006,0
9/22/2023 3:30,-0.006,0
9/22/2023 3:35,-0.005,0
9/22/2023 3:40,-0.004,0
9/22/2023 3:45,-0.003,0
9/22/2023 3:50,0.001,0
9/22/2023 3:55,-0.001,0
9/22/2023 4:00,-0.003,0
9/22/2023 4:05,-0.002,0
9/22/2023 4:10,-0.003,0
9/22/2023 4:15,-0.005,0
9/22/2023 4:20,-0.008,0
9/22/2023 4:25,-0.006,0
9/22/2023 4:30,0,0
9/22/2023 4:35,0.004,0.001
9/22/2023 4:40,0.007,0.002
9/22/2023 4:45,0.026,0.042
9/22/2023 4:50,0.018,0.018
9/22/2023 4:55,0.012,0.007
9/22/2023 5:00,0.005,0.001
9/22/2023 5:05,0.006,0.002
9/22/2023 5:10,0,0
9/22/2023 5:15,-0.005,0
9/22/2023 5:20,-0.002,0
9/22/2023 5:25,-0.01,0
9/22/2023 5:30,-0.007,0
9/22/2023 5:35,-0.011,0
9/22/2023 5:40,-0.007,0
9/22/2023 5:45,-0.012,0
9/22/2023 5:50,-0.012,0
9/22/2023 5:55,-0.01,0
9/22/2023 6:05,-0.008,0
9/22/2023 6:10,-0.008,0
9/22/2023 6:15,-0.007,0
9/22/2023 6:20,-0.006,0
9/22/2023 6:25,-0.006,0
9/22/2023 6:30,-0.005,0
9/22/2023 6:35,-0.003,0
9/22/2023 6:40,-0.001,0
9/22/2023 6:45,-4.39,0
9/22/2023 6:50,0.007,0.003
9/22/2023 6:55,0.016,0.015
9/22/2023 7:00,0.011,0.006
9/22/2023 7:05,0.002,0
9/22/2023 7:10,0.006,0.002
9/22/2023 7:15,0.006,0.002
9/22/2023 7:20,0.007,0.002
9/22/2023 7:25,0.012,0.008
9/22/2023 7:30,0.019,0.021
9/22/2023 7:35,0.017,0.017
9/22/2023 7:40,0.017,0.017
9/22/2023 7:45,0.02,0.023
9/22/2023 7:50,0.016,0.014
9/22/2023 7:55,0.021,0.025
9/22/2023 8:00,0.02,0.024
9/22/2023 8:05,0.018,0.019
9/22/2023 8:10,0.021,0.026
9/22/2023 8:15,0.024,0.034
9/22/2023 8:20,0.016,0.014
9/22/2023 8:25,0.013,0.009
9/22/2023 8:30,0.02,0.024
9/22/2023 8:35,0.024,0.036
9/22/2023 8:40,0.021,0.025
9/22/2023 8:45,0.019,0.021
9/22/2023 8:50,0.023,0.033
9/22/2023 8:55,0.029,0.052
9/22/2023 9:05,0.03,0.057
9/22/2023 9:10,0.034,0.075
9/22/2023 9:15,0.034,0.075
9/22/2023 9:20,0.029,0.053
9/22/2023 9:25,0.026,0.042
9/22/2023 9:30,0.027,0.044
9/22/2023 9:35,0.029,0.051
9/22/2023 9:40,0.029,0.051
9/22/2023 9:45,0.035,0.081
9/22/2023 9:50,0.033,0.069
9/22/2023 9:55,0.024,0.035
9/22/2023 10:00,0.038,0.092
9/22/2023 10:05,0.042,0.116
9/22/2023 10:10,0.032,0.065
9/22/2023 10:15,0.028,0.049
9/22/2023 10:20,0.034,0.074
9/22/2023 10:25,0.034,0.075
9/22/2023 10:30,0.035,0.078
9/22/2023 10:35,0.038,0.092
9/22/2023 10:40,0.032,0.063
9/22/2023 10:45,0.039,0.098
9/22/2023 10:50,0.034,0.074
9/22/2023 10:55,0.037,0.091
9/22/2023 11:00,0.038,0.094
9/22/2023 11:05,0.037,0.089
9/22/2023 11:10,0.043,0.125
9/22/2023 11:15,0.045,0.134
9/22/2023 11:20,0.045,0.137
9/22/2023 11:25,0.04,0.103
9/22/2023 11:30,0.041,0.108
9/22/2023 11:35,0.044,0.13
9/22/2023 11:40,0.042,0.114
9/22/2023 11:45,0.047,0.147
9/22/2023 11:50,0.045,0.132
9/22/2023 11:55,0.047,0.149
9/22/2023 12:05,0.041,0.113
9/22/2023 12:10,0.037,0.089
9/22/2023 12:15,0.034,0.075
9/22/2023 12:20,0.037,0.088
9/22/2023 12:25,0.035,0.078
9/22/2023 12:30,0.034,0.074
9/22/2023 12:35,0.034,0.074
9/22/2023 12:40,0.032,0.063
9/22/2023 12:45,0.036,0.082
9/22/2023 12:50,0.032,0.065
9/22/2023 12:55,0.03,0.054
9/22/2023 13:00,0.033,0.068
9/22/2023 13:05,0.031,0.059
9/22/2023 13:10,0.035,0.077
9/22/2023 13:15,0.035,0.081
9/22/2023 13:20,0.029,0.053
9/22/2023 13:25,0.028,0.047
9/22/2023 13:30,0.037,0.089
9/22/2023 13:35,0.032,0.066
9/22/2023 13:40,0.025,0.038
9/22/2023 13:45,0.026,0.043
9/22/2023 13:50,0.029,0.051
9/22/2023 13:55,0.028,0.047
9/22/2023 14:00,0.025,0.038
9/22/2023 14:05,0.03,0.056
9/22/2023 14:10,0.028,0.05
9/22/2023 14:15,0.032,0.064
9/22/2023 14:20,0.031,0.059
9/22/2023 14:25,0.029,0.052
9/22/2023 14:30,0.032,0.065
9/22/2023 14:35,0.031,0.061
9/22/2023 14:40,0.026,0.043
9/22/2023 14:45,0.028,0.047
9/22/2023 14:50,0.028,0.047
9/22/2023 14:55,0.033,0.07
9/22/2023 15:05,0.028,0.05
9/22/2023 15:10,0.031,0.061
9/22/2023 15:15,0.032,0.063
9/22/2023 15:20,0.032,0.066
9/22/2023 15:25,0.033,0.069
9/22/2023 15:30,0.028,0.049
9/22/2023 15:35,0.031,0.059
9/22/2023 15:40,0.035,0.079
9/22/2023 15:45,0.032,0.063
9/22/2023 15:50,0.03,0.058
9/22/2023 15:55,0.039,0.097
9/22/2023 16:00,0.035,0.081
9/22/2023 16:05,0.042,0.114
9/22/2023 16:10,0.029,0.051
9/22/2023 16:15,0.029,0.052
9/22/2023 16:20,0.025,0.037
9/22/2023 16:25,0.033,0.07
9/22/2023 16:30,0.029,0.053
9/22/2023 16:35,0.028,0.048
9/22/2023 16:40,0.031,0.059
9/22/2023 16:45,0.038,0.092
9/22/2023 16:50,0.027,0.045
9/22/2023 16:55,0.026,0.042
9/22/2023 17:00,0.028,0.05
9/22/2023 17:05,0.025,0.039
9/22/2023 17:10,0.037,0.089
9/22/2023 17:15,0.024,0.034
9/22/2023 17:20,0.025,0.039
9/22/2023 17:25,0.028,0.048
9/22/2023 17:30,0.026,0.042
9/22/2023 17:35,0.038,0.094
9/22/2023 17:40,0.027,0.046
9/22/2023 17:45,0.03,0.054
9/22/2023 17:50,0.035,0.079
9/22/2023 17:55,0.03,0.058
9/22/2023 18:05,0.03,0.057
9/22/2023 18:10,0.029,0.053
9/22/2023 18:15,0.032,0.063
9/22/2023 18:20,0.037,0.086
9/22/2023 18:25,0.038,0.092
9/22/2023 18:30,0.028,0.047
9/22/2023 18:35,0.025,0.038
9/22/2023 18:40,0.026,0.043
9/22/2023 18:45,0.032,0.063
9/22/2023 18:50,0.038,0.094
9/22/2023 18:55,0.042,0.118
9/22/2023 19:00,0.04,0.106
9/22/2023 19:05,0.026,0.043
9/22/2023 19:10,0.024,0.034
9/22/2023 19:15,0.025,0.038
9/22/2023 19:20,0.022,0.028
9/22/2023 19:25,0.016,0.015
9/22/2023 19:30,0.028,0.049
9/22/2023 19:35,0.019,0.021
9/22/2023 19:40,0.031,0.059
9/22/2023 19:45,0.024,0.035
9/22/2023 19:50,0.017,0.017
9/22/2023 19:55,0.024,0.036
9/22/2023 20:00,0.024,0.035
9/22/2023 20:05,0.027,0.044
9/22/2023 20:10,0.018,0.019
9/22/2023 20:15,0.016,0.014
9/22/2023 20:20,0.021,0.025
9/22/2023 20:25,0.018,0.019
9/22/2023 20:30,0.029,0.051
9/22/2023 20:35,0.019,0.022
9/22/2023 20:40,0.017,0.017
9/22/2023 20:45,0.018,0.019
9/22/2023 20:50,0.028,0.048
9/22/2023 20:55,0.021,0.025
9/22/2023 21:05,0.019,0.021
9/22/2023 21:10,0.015,0.013
9/22/2023 21:15,0.016,0.014
9/22/2023 21:20,0.016,0.015
9/22/2023 21:25,0.024,0.034
9/22/2023 21:30,0.01,0.005
9/22/2023 21:35,0.016,0.015
9/22/2023 21:40,0.019,0.02
9/22/2023 21:45,0.017,0.016
9/22/2023 21:50,0.013,0.009
9/22/2023 21:55,0.015,0.013
9/22/2023 22:00,0.021,0.027
9/22/2023 22:05,0.012,0.007
9/22/2023 22:10,0.014,0.011
9/22/2023 22:15,0.01,0.005
9/22/2023 22:20,0.014,0.01
9/22/2023 22:25,0.005,0.001
9/22/2023 22:30,0.016,0.014
9/22/2023 22:35,0.011,0.006
9/22/2023 22:40,0.023,0.032
9/22/2023 22:45,0.021,0.025
9/22/2023 22:50,0.019,0.02
9/22/2023 22:55,0.02,0.023
9/22/2023 23:00,0.021,0.026
9/22/2023 23:05,0.023,0.03
9/22/2023 23:10,0.014,0.011
9/22/2023 23:15,0.021,0.027
9/22/2023 23:20,0.015,0.012
9/22/2023 23:25,0.019,0.022
9/22/2023 23:30,0.018,0.019
9/22/2023 23:35,0.029,0.053
9/22/2023 23:40,0.024,0.035
9/22/2023 23:45,0.024,0.036
9/22/2023 23:50,0.039,0.097
9/22/2023 23:55,0.024,0.034
9/23/2023 0:05,0.024,0.036
9/23/2023 0:10,0.013,0.009
9/23/2023 0:15,0.008,0.003
9/23/2023 0:20,0.015,0.013
9/23/2023 0:25,0.009,0.004
9/23/2023 0:30,0.016,0.014
9/23/2023 0:35,0.011,0.006
9/23/2023 0:40,0.017,0.016
9/23/2023 0:45,0.024,0.034
9/23/2023 0:50,0.043,0.123
9/23/2023 0:55,0.03,0.058
9/23/2023 1:00,0.017,0.017
9/23/2023 1:05,0.017,0.016
9/23/2023 1:10,0.005,0.001
9/23/2023 1:15,0.006,0.002
9/23/2023 1:20,0.007,0.002
9/23/2023 1:25,0.004,0.001
9/23/2023 1:30,0.003,0
9/23/2023 1:35,0.009,0.004
9/23/2023 1:40,0.01,0.005
9/23/2023 1:45,0.008,0.003
9/23/2023 1:50,0.008,0.003
9/23/2023 1:55,0.004,0.001
9/23/2023 2:00,0.006,0.001
9/23/2023 2:05,0.005,0.001
9/23/2023 2:10,0.005,0.001
9/23/2023 2:15,0.003,0
9/23/2023 2:20,0.004,0.001
9/23/2023 2:25,0.01,0.005
9/23/2023 2:30,0.008,0.003
9/23/2023 2:35,0.007,0.002
9/23/2023 2:40,0.009,0.004
9/23/2023 2:45,0.005,0.001
9/23/2023 2:50,0.009,0.004
9/23/2023 2:55,0.002,0
9/23/2023 3:05,0.012,0.007
9/23/2023 3:10,0.01,0.005
9/23/2023 3:15,0.001,0
9/23/2023 3:20,-0.003,0
9/23/2023 3:25,-0.001,0
9/23/2023 3:30,0.001,0
9/23/2023 3:35,-0.001,0
9/23/2023 3:40,-0.001,0
9/23/2023 3:45,-4.39,0
9/23/2023 3:50,-0.001,0
9/23/2023 3:55,-0.003,0
9/23/2023 4:00,-0.002,0
9/23/2023 4:05,0.002,0
9/23/2023 4:10,-0.001,0
9/23/2023 4:15,-0.005,0
9/23/2023 4:20,-0.007,0
9/23/2023 4:25,-0.005,0
9/23/2023 4:30,-0.003,0
9/23/2023 4:35,0.002,0
9/23/2023 4:40,0.005,0.001
9/23/2023 4:45,-0.001,0
9/23/2023 4:50,-0.001,0
9/23/2023 4:55,0.003,0
9/23/2023 5:00,0,0
9/23/2023 5:05,0.006,0.002
9/23/2023 5:10,0.008,0.003
9/23/2023 5:15,0.004,0.001
9/23/2023 5:20,-0.005,0
9/23/2023 5:25,-0.01,0
9/23/2023 5:30,-0.011,0
9/23/2023 5:35,-0.01,0
9/23/2023 5:40,-0.007,0
9/23/2023 5:45,-0.008,0
9/23/2023 5:50,-0.003,0
9/23/2023 5:55,-0.003,0
9/23/2023 6:05,0,0
9/23/2023 6:10,0.004,0.001
9/23/2023 6:15,0.004,0.001
9/23/2023 6:20,0.004,0.001
9/23/2023 6:25,0.004,0.001
9/23/2023 6:30,0.006,0.001
9/23/2023 6:35,0.01,0.005
9/23/2023 6:40,0.006,0.001
9/23/2023 6:45,0.006,0.001
9/23/2023 6:50,0.009,0.004
9/23/2023 6:55,0.017,0.016
9/23/2023 7:00,0.023,0.033
9/23/2023 7:05,0.013,0.01
9/23/2023 7:10,0.023,0.033
9/23/2023 7:15,0.026,0.041
9/23/2023 7:20,0.023,0.032
9/23/2023 7:25,0.015,0.012
9/23/2023 7:30,0.018,0.019
9/23/2023 7:35,0.017,0.016
9/23/2023 7:40,0.018,0.018
9/23/2023 7:45,0.023,0.03
9/23/2023 7:50,0.011,0.006
9/23/2023 7:55,0.013,0.009
9/23/2023 8:00,0.019,0.021
9/23/2023 8:05,0.025,0.039
9/23/2023 8:10,0.026,0.043
9/23/2023 8:15,0.021,0.026
9/23/2023 8:20,0.022,0.028
9/23/2023 8:25,0.03,0.057
9/23/2023 8:30,0.022,0.028
9/23/2023 8:35,0.02,0.023
9/23/2023 8:40,0.028,0.05
9/23/2023 8:45,0.037,0.089
9/23/2023 8:50,0.026,0.041
9/23/2023 8:55,0.029,0.051
9/23/2023 9:05,0.036,0.084
9/23/2023 9:10,0.038,0.095
9/23/2023 9:15,0.037,0.091
9/23/2023 9:20,0.045,0.132
9/23/2023 9:25,0.043,0.121
9/23/2023 9:30,0.031,0.06
9/23/2023 9:35,0.033,0.068
9/23/2023 9:40,0.03,0.057
9/23/2023 9:45,0.035,0.079
9/23/2023 9:50,0.041,0.109
9/23/2023 9:55,0.038,0.095
9/23/2023 10:00,0.04,0.106
9/23/2023 10:05,0.044,0.126
9/23/2023 10:10,0.04,0.106
9/23/2023 10:15,0.039,0.098
9/23/2023 10:20,0.041,0.108
9/23/2023 10:25,0.035,0.081
9/23/2023 10:30,0.043,0.121
9/23/2023 10:35,0.041,0.113
9/23/2023 10:40,0.038,0.094
9/23/2023 10:45,0.041,0.108
9/23/2023 10:50,0.04,0.105
9/23/2023 10:55,0.045,0.134
9/23/2023 11:00,0.042,0.114
9/23/2023 11:05,0.048,0.152
9/23/2023 11:10,0.041,0.111
9/23/2023 11:15,0.043,0.123
9/23/2023 11:20,0.046,0.145
9/23/2023 11:25,0.046,0.139
9/23/2023 11:30,0.045,0.134
9/23/2023 11:35,0.047,0.151
9/23/2023 11:40,0.051,0.177
9/23/2023 11:45,0.038,0.095
9/23/2023 11:50,0.044,0.13
9/23/2023 11:55,0.047,0.149
9/23/2023 12:05,0.051,0.179
9/23/2023 12:10,0.04,0.103
9/23/2023 12:15,0.042,0.116
9/23/2023 12:20,0.047,0.147
9/23/2023 12:25,0.045,0.132
9/23/2023 12:30,0.041,0.109
9/23/2023 12:35,0.042,0.114
9/23/2023 12:40,0.045,0.132
9/23/2023 12:45,0.042,0.114
9/23/2023 12:50,0.048,0.158
9/23/2023 12:55,0.04,0.103
9/23/2023 13:00,0.038,0.094
9/23/2023 13:05,0.044,0.13
9/23/2023 13:10,0.046,0.139
9/23/2023 13:15,0.042,0.114
9/23/2023 13:20,0.049,0.16
9/23/2023 13:25,0.05,0.166
9/23/2023 13:30,0.052,0.188
9/23/2023 13:35,0.044,0.13
9/23/2023 13:40,0.047,0.149
9/23/2023 13:45,0.04,0.106
9/23/2023 13:50,0.043,0.125
9/23/2023 13:55,0.037,0.089
9/23/2023 14:00,0.039,0.098
9/23/2023 14:05,0.034,0.075
9/23/2023 14:10,0.037,0.088
9/23/2023 14:15,0.057,0.227
9/23/2023 14:20,0.047,0.149
9/23/2023 14:25,0.041,0.109
9/23/2023 14:30,0.054,0.196
9/23/2023 14:35,0.056,0.212
9/23/2023 14:40,0.042,0.116
9/23/2023 14:45,0.039,0.097
9/23/2023 14:50,0.05,0.173
9/23/2023 14:55,0.044,0.126
9/23/2023 15:05,0.044,0.128
9/23/2023 15:10,0.041,0.109
9/23/2023 15:15,0.048,0.152
9/23/2023 15:20,0.038,0.094
9/23/2023 15:25,0.041,0.111
9/23/2023 15:30,0.044,0.13
9/23/2023 15:35,0.044,0.126
9/23/2023 15:40,0.043,0.125
9/23/2023 15:45,0.038,0.095
9/23/2023 15:50,0.042,0.114
9/23/2023 15:55,0.043,0.119
9/23/2023 16:00,0.044,0.13
9/23/2023 16:05,0.041,0.108
9/23/2023 16:10,0.041,0.111
9/23/2023 16:15,0.043,0.121
9/23/2023 16:20,0.043,0.123
9/23/2023 16:25,0.039,0.1
9/23/2023 16:30,0.042,0.116
9/23/2023 16:35,0.039,0.1
9/23/2023 16:40,0.048,0.158
9/23/2023 16:45,0.045,0.135
9/23/2023 16:50,0.041,0.108
9/23/2023 16:55,0.04,0.105
9/23/2023 17:00,0.038,0.095
9/23/2023 17:05,0.041,0.113
9/23/2023 17:10,0.041,0.108
9/23/2023 17:15,0.041,0.108
9/23/2023 17:20,0.041,0.108
9/23/2023 17:25,0.035,0.081
9/23/2023 17:30,0.035,0.081
9/23/2023 17:35,0.035,0.079
9/23/2023 17:40,0.029,0.053
9/23/2023 17:45,0.026,0.043
9/23/2023 17:50,0.03,0.054
9/23/2023 17:55,0.029,0.052
