"","OBJECTID.x","Location.Description","Size.1","Last.Update.Date","Last.Editor","Size.2","Size.3","CatchID","DrainID","Inspection.Status","Facility.Type","Jurisdiction","Watershed.Management.Area","GlobalID","PRIORITY","Flow.Monitoring.Status","Flow.Monitoring.Deploy.Date","Flow.Monitoring.Return.Date","Next.Inspection.Date","POINT_X","POINT_Y","Persistent.Flow","Facility.Identifier.x","Survey.Link","Outfall.Capture.Feasibility.Study","Dry.Weather.Samples","Accessibility","Flow.Measurement.Count","Last.Discharge.Observation","Last.Discharge.Measurement.Trend","AVGFLOWWIDTH","AVGFLOWDEPTH","AVGFLOWVEL","AVGDISCHARGE","MAXDISCHARGE","MINDISCHARGE","GlobalID.y","Created.User","Created.Date","Last.Edited.User","Last.Edited.Date","OBJECTID.y","Area..Acres.","Facility.Identifier.y","Shape.STArea..","Shape.STLength.."
"556",17499,"CDC3Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,261,"L01","Verified","Manhole","Orange Co","South","{4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48}","","","","",NA,-117.586221,33.6081,"","L01-261-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48}&field:Station=L01-261-3","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",17500,"CDC4Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,283,"L01","Verified","Manhole","Orange Co","South","{B6360407-16B3-4615-9A38-E2F2D98716F7}","","","","",NA,-117.5843292,33.6028709,"","L01-283-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B6360407-16B3-4615-9A38-E2F2D98716F7}&field:Station=L01-283-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",17501,"CDC5Added",70,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,303,"L01","Verified","Outfall","Orange Co","South","{77F01F3D-4632-4CFC-AF1B-CCA5EBF929DB}","","","","",NA,-117.5843535,33.59975122,"Yes","L01-303-5","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={77F01F3D-4632-4CFC-AF1B-CCA5EBF929DB}&field:Station=L01-303-5","No","No","Difficult accessibility",5,0.009,"Below Average Discharge",1,0.016,9.2,0.010906,0.0192,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",17502,"CDC6Added",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,303,"L01","Verified","Outfall","Orange Co","South","{DB68879F-B851-41C0-A2C5-D131F57A6ECE}","","","","",NA,-117.584659,33.596022,"Yes","L01-303-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DB68879F-B851-41C0-A2C5-D131F57A6ECE}&field:Station=L01-303-4","No","No","Difficult accessibility",5,0.0045,"Below Average Discharge",0.94,0.016,11.44,0.01177,0.0324,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",17503,"CDC7Added",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,303,"L01","Verified","Outfall","Orange Co","South","{688139FB-EB67-42AA-848F-C55BF48E6B28}","","","","",NA,-117.5840821,33.59526175,"Yes","L01-303-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={688139FB-EB67-42AA-848F-C55BF48E6B28}&field:Station=L01-303-3","No","No","Difficult accessibility",1,NA,"",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",17504,"CDC8Added",56,"2021-07-16 18:12:34","OCENVRESUSER",46,NA,303,"L01","Verified","Outfall","Orange Co","South","{DAFC646C-2E59-4F16-8AFD-87B9CAE3A703}","","","","",NA,-117.5850715,33.59293399,"Yes","L01-303-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DAFC646C-2E59-4F16-8AFD-87B9CAE3A703}&field:Station=L01-303-2","No","No","Easily accessible",1,0.07,"",3.5,0.5,150,0.07,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",17505,"CDC9Added",51,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,303,"L01","Verified","Outfall","Orange Co","South","{4DB1E7DE-3FD5-4696-8101-98BEA4A83871}","","","","",NA,-117.5845432,33.58906495,"Yes","L01-303-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4DB1E7DE-3FD5-4696-8101-98BEA4A83871}&field:Station=L01-303-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",17506,"244Added",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,12107,"L00","Verified","Manhole","Dana Point","South","{62754AC3-0907-4164-AA97-BF3CA1394AF4}","","","","",NA,-117.694232,33.46043,"","L00-12107-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={62754AC3-0907-4164-AA97-BF3CA1394AF4}&field:Station=L00-12107-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",17507,"2882Added",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,517,"L01","Verified","Outfall","San Juan Capistrano","South","{01A02819-9301-488A-B748-0623EE010001}","","","","",NA,-117.6245,33.518737,"Unknown","L01-517-8","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={01A02819-9301-488A-B748-0623EE010001}&field:Station=L01-517-8","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",17508,"SWGM-12639Added",50,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,81,"SC09","Removed From Inventory","Culvert","San Clemente","South","{4483AB22-0802-446E-9510-A37FC46CF60D}","","","","",NA,-117.637538,33.435709,"Unknown","SC09-081-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4483AB22-0802-446E-9510-A37FC46CF60D}&field:Station=SC09-081-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",17509,"SWGM-13100Added",20,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,81,"SC09","Verified","Outfall","San Clemente","South","{CC57C718-5BEC-458D-BB3D-6F4978266508}","","","","",NA,-117.636862,33.434631,"Yes","SC09-081-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CC57C718-5BEC-458D-BB3D-6F4978266508}&field:Station=SC09-081-1","No","No","Difficult accessibility",2,0.003429,"Above Average Discharge",0.3,0.01,7.5,0.002464,0.003429,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",17510,"SWGM-10041Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,96,"M01","Verified","Manhole","San Clemente","South","{8B187559-2F48-4922-9065-4064C398DE88}","","","","",NA,-117.630084,33.470961,"","M01-096-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8B187559-2F48-4922-9065-4064C398DE88}&field:Station=M01-096-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",17511,"Diamante ",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,8,"M01","Verified","Box","San Clemente","South","{B4C2DE98-2903-4237-914D-570020690CEC}","","","","",NA,-117.627728,33.477835,"Unknown","M01-008-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B4C2DE98-2903-4237-914D-570020690CEC}&field:Station=M01-008-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",17512,"SWGM-12367Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,38,"M01","Verified","Manhole","San Clemente","South","{1B74CCE9-0545-442E-A050-2D9A43A72D46}","","","","",NA,-117.6394316,33.46575332,"","M01-038-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1B74CCE9-0545-442E-A050-2D9A43A72D46}&field:Station=M01-038-4","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",17513,"SWGM-12371Added",90,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,38,"M01","Verified","Outfall","San Clemente","South","{0DF4331E-C350-41BF-969E-1D66F2881789}","","","","",NA,-117.6392615,33.46498894,"Yes","M01-038-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0DF4331E-C350-41BF-969E-1D66F2881789}&field:Station=M01-038-3","No","No","Easily accessible",2,0.001,"",0.2,0.01,12,0.001,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",17514,"SWGM-12380Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,38,"M01","Verified","Manhole","San Clemente","South","{076DC6F4-E65D-4A4D-A3F3-FBBF49698616}","","","","",NA,-117.640707,33.463567,"","M01-038-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={076DC6F4-E65D-4A4D-A3F3-FBBF49698616}&field:Station=M01-038-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",17515,"SWGM-12381Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,38,"M01","Not-Found","","San Clemente","South","{269742A4-C590-469F-869C-1EA8B58C1AC3}","","","","",NA,-117.640591,33.463433,"","M01-038-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={269742A4-C590-469F-869C-1EA8B58C1AC3}&field:Station=M01-038-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",17516,"SWGM-12645Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,14,"M01","Not-Found","","San Clemente","South","{890A4009-7DB4-4D6B-B8C8-A5D9273FC5EA}","","","","",NA,-117.627898,33.477563,"","M01-014-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={890A4009-7DB4-4D6B-B8C8-A5D9273FC5EA}&field:Station=M01-014-1","No","No","Private property",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",17517,"SWGM-12647Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10,"M01","Verified","Manhole","San Clemente","South","{C77A16B4-0912-4923-A496-969C00922790}","","","","",NA,-117.628041,33.477471,"","M01-010-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={C77A16B4-0912-4923-A496-969C00922790}&field:Station=M01-010-3","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",17518,"SWGM-12743Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10,"M01","Verified","Manhole","San Clemente","South","{37418B6B-594C-4DC7-93CE-FF723EDE7CC0}","","","","",NA,-117.628737,33.473374,"","M01-010-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={37418B6B-594C-4DC7-93CE-FF723EDE7CC0}&field:Station=M01-010-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",17519,"SWGM-12746Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,10,"M01","Verified","Manhole","San Clemente","South","{6E97F609-4F56-48BB-B997-F0395B240B0C}","","","","",NA,-117.628673,33.473319,"","M01-010-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6E97F609-4F56-48BB-B997-F0395B240B0C}&field:Station=M01-010-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",17520,"SWGM-12785Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,95,"M01","Not-Found","","San Clemente","South","{D030019D-6C4D-4B96-A2BF-5324C8811DB7}","","","","",NA,-117.630006,33.47089,"","M01-095-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D030019D-6C4D-4B96-A2BF-5324C8811DB7}&field:Station=M01-095-3","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",17521,"SWGM-12863Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,95,"M01","Verified","Manhole","San Clemente","South","{CC240628-57B8-4986-8563-EBCC71C9B97A}","","","","",NA,-117.6308,33.470428,"","M01-095-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CC240628-57B8-4986-8563-EBCC71C9B97A}&field:Station=M01-095-2","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",17522,"SWGM-12883Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,95,"M01","Verified","Manhole","San Clemente","South","{8BC2E0EE-1E19-4533-8071-2D4A8C0F98FA}","","","","",NA,-117.633433,33.468709,"","M01-095-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8BC2E0EE-1E19-4533-8071-2D4A8C0F98FA}&field:Station=M01-095-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",17523,"SWGM-12900Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,89,"M01","Verified","Manhole","San Clemente","South","{8C342335-AFC4-451C-B967-FBF5638A1556}","","","","",NA,-117.635832,33.467468,"","M01-089-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8C342335-AFC4-451C-B967-FBF5638A1556}&field:Station=M01-089-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",17524,"M01-maresAdded",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,38,"M01","Verified","Manhole","San Clemente","South","{E7E746E3-6890-4222-95CE-15D51B9248B7}","","","","",NA,-117.636098,33.467385,"","M01-038-5","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E7E746E3-6890-4222-95CE-15D51B9248B7}&field:Station=M01-038-5","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",17525,"SWGM-11452Added (measure size next inspection)",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,13,"M03","Verified","Manhole","San Clemente","South","{59CB7B44-4193-4F4B-BBDB-B485ABD651C2}","","","","",NA,-117.599515,33.472499,"Unknown","M02-013-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={59CB7B44-4193-4F4B-BBDB-B485ABD651C2}&field:Station=M02-013-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",17526,"M02-lapataAdded - measure size next inspection",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,41,"M02","Not-Found","Outfall","San Clemente","South","{332C5C81-5E8D-4D26-BD8A-7B30B55E70CE}","","","","",NA,-117.601439,33.456111,"","M02-041-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={332C5C81-5E8D-4D26-BD8A-7B30B55E70CE}&field:Station=M02-041-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",17527,"SWGM-10716Added",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,72,"SC02","Verified","Outfall","San Clemente","South","{AFE85465-D874-46F9-8D88-24275FC65B8E}","","","","",NA,-117.60114,33.399938,"Unknown","SC02-072-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={AFE85465-D874-46F9-8D88-24275FC65B8E}&field:Station=SC02-072-4","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",17528,"SWGM-14764Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,111,"SC04","Not-Found","Outfall","San Clemente","South","{1B20AC6A-2B61-4545-8B35-5F2BABF13FA5}","","","","",NA,-117.602385,33.409482,"","SC04-111-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1B20AC6A-2B61-4545-8B35-5F2BABF13FA5}&field:Station=SC04-111-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",17529,"SWGM-13703Added - duplicate of outfall already in geodatabase ",28,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,68,"SC12","Removed From Inventory","Outfall","San Clemente","South","{AC55FDC5-72A8-42C4-9711-53A27C38F083}","","","","",NA,-117.620249,33.419619,"Unknown","SC12-068-5","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={AC55FDC5-72A8-42C4-9711-53A27C38F083}&field:Station=SC12-068-5","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",17530,"SWGM-14199Added",44,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Verified","Outfall","San Clemente","South","{F5E329B4-B15E-41B2-BB87-FB07B06BBEE9}","","","","",NA,-117.6058355,33.41592528,"Unknown","M00.1-070-6","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F5E329B4-B15E-41B2-BB87-FB07B06BBEE9}&field:Station=M00.1-070-6","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",17531,"SWGM-14200Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Removed From Inventory","Outfall","San Clemente","South","{00CFC346-7E5B-43E9-9128-AE7E6A4045B0}","","","","",NA,-117.60602,33.416123,"","M00.1-070-5","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={00CFC346-7E5B-43E9-9128-AE7E6A4045B0}&field:Station=M00.1-070-5","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",17532,"SWGM-10030Added",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,99,"M01","Verified","Outfall","San Clemente","South","{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9}","","","","",NA,-117.6422838,33.45679464,"Yes","M01-099-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9}&field:Station=M01-099-1","No","No","Easily accessible",5,0.06,"Above Average Discharge",0.798,0.048,6,0.04396,0.072,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",17533,"SWGM-12451Added",33,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,124,"M01","Verified","Outfall","San Clemente","South","{829211B3-0C7D-4CDF-B1F1-49629F2B8516}","","","","",NA,-117.6422162,33.45681232,"Yes","M01-124-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={829211B3-0C7D-4CDF-B1F1-49629F2B8516}&field:Station=M01-124-1","No","No","Easily accessible",5,0.019091,"Above Average Discharge",0.7,0.048,23.7,0.012685,0.025714,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",17534,"SWGM-13063Added measure diameter next inspection. Outfall not found.",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,92,"M01","Removed From Inventory","Outfall","San Clemente","South","{47E7AD30-B3FC-4E22-911C-3313ADB14B2E}","","","","",NA,-117.631734,33.447532,"Unknown","M01-092-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={47E7AD30-B3FC-4E22-911C-3313ADB14B2E}&field:Station=M01-092-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",17535,"M02-cruzAdded",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,41,"M02","Not-Found","Outfall","San Clemente","South","{50B120F1-2A4E-4F12-AE52-A951C2583BE6}","","","","",NA,-117.607897,33.452648,"","M02-041-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={50B120F1-2A4E-4F12-AE52-A951C2583BE6}&field:Station=M02-041-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",17536,"M02-5southAdded",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,142,"M02","Not-Found","Outfall","San Clemente","South","{6C964502-A6D7-44A3-80CC-CC280A6CCFBB}","","","","",NA,-117.621177,33.437675,"","M02-142-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6C964502-A6D7-44A3-80CC-CC280A6CCFBB}&field:Station=M02-142-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",17537,"M02-picochannelAdded",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,56,"M02","Not-Found","Outfall","San Clemente","South","{7EC75E6A-EB12-4BA9-8740-A39709EF9254}","","","","",NA,-117.61919,33.439646,"","M02-056-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7EC75E6A-EB12-4BA9-8740-A39709EF9254}&field:Station=M02-056-2","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",17538,"SWGM-10075Added - need to verify",32,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,79,"SC07","Removed From Inventory","Outfall","San Clemente","South","{D07761A8-EC5E-40AA-A1C2-65938D163907}","","","","",NA,-117.626785,33.425457,"Unknown","SC07-079-6","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D07761A8-EC5E-40AA-A1C2-65938D163907}&field:Station=SC07-079-6","No","No","Easily accessible",1,0.013333,"",0.5,0.04,9,0.013333,0.013333,0.013333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",17539,"SWGM-13114Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,101,"M02","Not-Found","","San Clemente","South","{6C97D16D-14C2-4A09-BF57-C7CD6F27C686}","","","","",NA,-117.632326,33.432301,"","M02-101-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6C97D16D-14C2-4A09-BF57-C7CD6F27C686}&field:Station=M02-101-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",17540,"M02-picoAdded pump station - open channel M02",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,61,"M02","Verified","Box","San Clemente","South","{225C2BC1-A627-451E-AB2E-10DD6A27CC31}","","","","",NA,-117.631307,33.433376,"Unknown","M02-061-7","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={225C2BC1-A627-451E-AB2E-10DD6A27CC31}&field:Station=M02-061-7","No","No","Difficult accessibility",1,0.5,"",2.5,0.1,3,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",17541,"380Added",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,714,"L02","Not-Found","Outfall","San Juan Capistrano","South","{249977CF-C586-4D74-A3B9-5B38351E0791}","","","","",NA,-117.671947,33.515622,"Unknown","L02-714-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={249977CF-C586-4D74-A3B9-5B38351E0791}&field:Station=L02-714-1","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",17542,"Marbella Country Club",54,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,503,"L05","Verified","Outfall","San Juan Capistrano","South","{0D74C298-E380-451C-AD48-D54F338F6F15}","","","","",NA,-117.657309,33.510673,"Yes","L05-503-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0D74C298-E380-451C-AD48-D54F338F6F15}&field:Station=L05-503-1","No","No","Easily accessible",4,0.0675,"Above Average Discharge",1.145,0.0525,9.5,0.054525,0.111429,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",17543,"L02-serraAdded",NA,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,524,"L02","Not-Found","Outfall","San Juan Capistrano","South","{BAC1454B-1406-414A-8853-3421D543F2A9}","","","","",NA,-117.671029,33.519959,"","L02-524-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BAC1454B-1406-414A-8853-3421D543F2A9}&field:Station=L02-524-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
